time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,0,2.0,1076517.0,0.7,4.3,0,-4.0
0.4,1,1.0,2496596.0,0.7,4.3,0,-4.0
0.9,2,1.0,2872002.0,0.7,4.3,0,-4.0
1.0,3,2.0,1326905.0,0.7,4.3,0,-4.0
1.8,4,1.0,3027965.0,0.7,4.3,0,-4.0
3.0,5,2.0,1029755.0,1.0,4.3,0,-3.0
4.6,6,1.0,2932745.0,1.0,4.3,0,-3.0
6.0,7,2.0,1198198.0,1.0,4.3,0,-3.0
6.6,8,1.0,2684425.0,1.0,4.3,0,-3.0
8.3,9,2.0,989307.0,1.7,4.7,0,-3.0
10.5,10,1.0,1614829.0,2.4,4.7,0,-2.0
12.4,11,2.0,871068.0,7.4,9.0,0,-2.0
16.4,12,1.0,1958140.0,8.9,12.5,0,-4.0
20.4,13,1.0,1644869.0,10.4,12.5,0,-2.0
24.4,14,2.0,1509153.0,11.1,13.3,0,-2.0
28.4,15,2.0,1157936.0,14.1,15.6,0,-2.0
32.4,16,1.0,1346017.0,14.8,17.9,0,-3.0
36.5,17,2.0,960773.0,16.3,18.7,0,-2.0
40.4,18,1.0,1428531.0,17.0,19.5,0,-2.0
44.4,19,1.0,1183958.0,18.5,20.3,0,-2.0
48.4,20,2.0,1156941.0,20.0,20.3,0,-0.0
52.4,21,1.0,1082142.0,21.5,20.3,0,1.0
56.4,22,1.0,1276397.0,23.0,20.3,0,3.0
60.4,23,2.0,1313796.0,24.5,20.3,0,4.0
64.4,24,2.0,1762964.0,26.0,20.3,0,6.0
68.5,25,1.0,1427998.0,27.5,20.3,0,7.0
72.4,26,1.0,894661.0,28.7,20.6,0,8.0
76.5,27,2.0,908979.0,29.4,21.1,0,8.0
80.4,28,1.0,841448.0,30.9,21.9,0,9.0
84.4,29,1.0,934729.0,32.4,21.9,0,10.0
88.4,30,1.0,1188013.0,33.9,21.9,0,12.0
92.4,31,1.0,1943513.0,35.4,21.9,0,14.0
96.5,32,1.0,3120883.0,35.4,21.9,0,14.0
96.5,33,2.0,813677.0,36.9,21.9,0,15.0
100.4,31,2.0,813101.0,38.4,21.9,0,16.0
104.4,34,2.0,831647.0,39.9,21.9,0,18.0
108.4,35,2.0,647714.0,40.6,22.7,0,18.0
112.5,36,1.0,1685412.0,41.3,22.7,0,19.0
116.5,37,2.0,761364.0,42.0,22.7,0,19.0
120.4,38,1.0,2243444.0,42.7,22.7,0,20.0
124.4,39,1.0,2228761.0,43.9,23.2,0,21.0
128.5,40,2.0,731711.0,44.6,23.7,0,21.0
132.5,41,1.0,1365893.0,45.3,23.7,0,22.0
136.4,42,1.0,1038336.0,46.0,23.7,0,22.0
140.4,43,1.0,901238.0,50.0,27.0,0,23.0
144.4,44,1.0,1555908.0,50.7,30.3,0,20.0
148.4,45,1.0,1684659.0,52.2,31.1,0,21.0
152.5,46,1.0,1056968.0,57.2,34.6,0,23.0
156.5,47,2.0,1330445.0,57.9,38.9,0,19.0
160.4,48,1.0,1267507.0,59.4,39.7,0,20.0
164.4,49,1.0,1088367.0,60.9,39.7,0,21.0
168.5,50,1.0,2242757.0,62.4,39.7,0,23.0
172.4,51,1.0,1701801.0,63.1,40.5,0,23.0
176.4,52,1.0,793320.0,63.8,40.5,0,23.0
180.5,53,2.0,1166994.0,65.0,41.0,0,24.0
184.4,54,2.0,1454769.0,65.7,41.5,0,24.0
188.5,55,1.0,496979.0,66.9,42.0,0,25.0
192.5,56,1.0,322390.0,68.4,42.3,0,26.0
196.5,57,2.0,638102.0,69.6,42.6,0,27.0
200.5,58,1.0,1920094.0,71.1,42.9,0,28.0
204.4,59,1.0,2299414.0,78.9,46.1,0,33.0
