time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,1,4
8.5,2,1,4
12.5,3,1,8
16.5,4,1,8
20.5,5,1,4
24.5,6,1,4
28.5,7,0,0
32.5,8,6,8
36.5,9,0,8
40.5,10,0,12
44.5,11,3,16
48.5,12,4,12
52.5,13,0,16
56.5,14,1,12
60.5,15,0,12
64.5,16,4,8
68.5,17,0,8
72.5,18,6,12
76.5,19,0,12
80.5,20,0,12
84.5,21,3,12
88.5,22,1,12
92.5,23,3,12
96.5,24,3,12
100.5,25,0,12
104.5,26,3,8
108.5,27,6,8
112.5,28,0,4
116.5,29,4,4
120.5,30,6,0
124.5,31,0,8
128.5,32,1,4
132.5,33,4,4
136.5,34,0,4
140.5,35,4,4
144.5,36,0,12
148.5,37,0,8
152.5,38,4,8
156.5,39,3,4
160.5,40,4,12
164.5,41,0,8
168.5,42,4,12
172.5,43,3,20
176.5,44,3,28
180.5,45,0,24
184.5,46,0,20
188.5,47,4,20
192.5,48,3,16
196.5,49,3,12
200.5,50,1,8
204.5,51,1,8
208.5,52,5,4
212.5,53,0,4
216.5,54,5,8
220.5,55,2,8
224.5,56,1,4
228.5,57,0,4
232.5,58,1,0
236.58,-1.0,-1.0,0
236.6,59,0,0
