time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,2,2.0,1051670.0,0.7,4.3,0,-4.0
0.4,5,1.0,2552254.0,0.7,4.3,0,-4.0
1.6,1,1.0,2133921.0,0.7,4.3,0,-4.0
2.2,4,1.0,2170555.0,0.7,4.3,0,-4.0
3.7,7,1.0,2107876.0,1.0,4.7,0,-4.0
5.0,2,1.0,1615554.0,1.0,4.7,0,-4.0
5.6,3,2.0,1070686.0,1.0,4.7,0,-4.0
6.7,5,2.0,1277019.0,1.0,4.7,0,-4.0
6.7,6,1.0,2026218.0,1.7,5.1,0,-3.0
9.6,7,1.0,1741569.0,1.7,5.1,0,-3.0
11.4,7,2.0,1696991.0,2.0,5.5,0,-4.0
13.0,8,1.0,1521432.0,2.0,5.5,0,-4.0
14.9,8,2.0,1989497.0,2.0,5.5,0,-4.0
16.4,8,1.0,1366343.0,3.2,6.4,0,-3.0
17.5,11,2.0,1250988.0,3.2,6.4,0,-3.0
20.2,11,1.0,1918676.0,7.7,9.7,0,-2.0
26.3,9,1.0,2517829.0,7.7,9.7,0,-2.0
26.7,11,2.0,974515.0,7.7,9.7,0,-2.0
28.1,9,1.0,2640351.0,9.2,9.7,0,-0.0
29.8,10,1.0,2184363.0,9.2,9.7,0,-0.0
32.0,10,1.0,1838704.0,10.7,9.7,0,1.0
32.8,13,2.0,1275236.0,10.7,9.7,0,1.0
34.5,13,1.0,1666197.0,13.1,10.0,0,3.0
41.8,12,1.0,1722313.0,13.1,10.0,0,3.0
42.3,14,2.0,419760.0,14.6,10.3,0,4.0
44.5,16,1.0,1617177.0,14.6,10.3,0,4.0
47.9,16,1.0,1803040.0,14.6,10.3,0,4.0
48.3,16,2.0,726000.0,15.8,10.6,0,5.0
51.0,15,1.0,1993431.0,18.8,12.4,0,6.0
52.7,20,1.0,2112821.0,18.8,12.4,0,6.0
53.9,17,1.0,1707424.0,18.8,12.4,0,6.0
55.9,17,2.0,1080526.0,20.0,14.2,0,6.0
59.0,18,1.0,2070667.0,21.2,14.2,0,7.0
63.5,16,1.0,2943868.0,21.2,14.2,0,7.0
63.8,17,2.0,944855.0,22.7,14.5,0,8.0
64.8,17,2.0,1176413.0,22.7,14.5,0,8.0
65.5,17,2.0,1246738.0,22.7,14.5,0,8.0
66.2,17,2.0,1073769.0,22.7,14.5,0,8.0
67.0,17,2.0,774099.0,22.7,14.5,0,8.0
68.0,17,1.0,2474478.0,22.7,14.5,0,8.0
68.2,17,2.0,700790.0,22.7,14.5,0,8.0
68.3,17,1.0,2447689.0,23.0,18.2,0,5.0
68.7,18,1.0,2469109.0,23.0,18.2,0,5.0
69.0,18,1.0,2624318.0,23.0,18.2,0,5.0
69.4,18,1.0,2624318.0,23.0,18.2,0,5.0
69.4,18,2.0,303880.0,23.0,18.2,0,5.0
69.8,18,1.0,2624455.0,23.0,18.2,0,5.0
70.1,18,1.0,2625011.0,23.0,18.2,0,5.0
70.5,19,1.0,2696430.0,23.0,18.2,0,5.0
70.9,21,1.0,2596094.0,23.0,18.2,0,5.0
72.0,24,1.0,2353332.0,23.3,18.2,0,5.0
72.5,21,2.0,339457.0,23.3,18.2,0,5.0
72.6,21,1.0,2516640.0,23.3,18.2,0,5.0
73.7,21,1.0,2709549.0,23.3,18.2,0,5.0
74.7,21,1.0,1886953.0,23.3,18.2,0,5.0
76.2,21,1.0,1186258.0,23.6,18.2,0,5.0
78.5,26,1.0,1683561.0,23.6,18.2,0,5.0
79.8,26,1.0,1185047.0,24.3,18.6,0,6.0
80.6,22,2.0,840147.0,24.3,18.6,0,6.0
81.6,24,1.0,2381989.0,24.3,18.6,0,6.0
81.6,21,2.0,1295208.0,24.3,18.6,0,6.0
82.9,28,2.0,1024134.0,24.3,18.6,0,6.0
83.9,24,1.0,1838777.0,24.3,18.6,0,6.0
83.9,24,2.0,1339461.0,25.0,18.6,0,6.0
87.0,23,1.0,1167247.0,25.0,18.6,0,6.0
87.6,28,1.0,1936269.0,25.0,18.6,0,6.0
88.1,28,2.0,1287645.0,25.3,19.0,0,6.0
90.5,29,1.0,1920416.0,28.6,21.7,0,7.0
97.5,25,2.0,1355163.0,28.6,21.7,0,7.0
98.2,28,2.0,1106510.0,28.6,21.7,0,7.0
98.5,28,1.0,1434244.0,29.6,24.8,0,5.0
106.1,27,1.0,1425759.0,29.6,24.8,0,5.0
106.8,30,1.0,1365596.0,29.6,24.8,0,5.0
108.0,28,2.0,1044990.0,29.9,25.2,0,5.0
110.1,31,1.0,1136753.0,29.9,25.2,0,5.0
112.2,29,2.0,1069842.0,35.1,28.9,0,6.0
116.5,32,2.0,977779.0,35.1,28.9,0,6.0
118.4,36,1.0,1175383.0,35.1,28.9,0,6.0
120.3,36,1.0,1369535.0,36.3,28.9,0,7.0
121.8,33,2.0,1408446.0,36.3,28.9,0,7.0
122.0,37,1.0,1082299.0,36.3,28.9,0,7.0
124.3,34,1.0,1271707.0,39.3,30.7,0,9.0
125.9,35,2.0,1095442.0,42.3,32.2,0,10.0
133.4,38,1.0,1116861.0,45.3,33.7,0,12.0
136.8,39,2.0,1095432.0,48.3,33.7,0,15.0
142.3,39,2.0,1463870.0,48.3,33.7,0,15.0
142.6,39,1.0,863747.0,49.0,36.0,0,13.0
146.4,41,2.0,1210412.0,49.7,36.0,0,14.0
149.5,40,1.0,1128559.0,52.7,38.3,0,14.0
153.2,42,1.0,1629317.0,52.7,38.3,0,14.0
153.4,43,2.0,1157837.0,52.7,38.3,0,14.0
156.4,45,2.0,989380.0,56.7,39.3,0,17.0
157.8,46,1.0,1847099.0,56.7,39.3,0,17.0
159.2,44,1.0,2460300.0,57.9,42.1,0,16.0
161.4,41,1.0,3932893.0,57.9,42.1,0,16.0
161.9,41,1.0,3324886.0,57.9,42.1,0,16.0
162.5,41,1.0,3160686.0,57.9,42.1,0,16.0
163.2,41,1.0,3027907.0,57.9,42.1,0,16.0
163.8,41,1.0,3453302.0,58.6,42.6,0,16.0
164.4,47,1.0,3863730.0,58.6,42.6,0,16.0
165.3,43,1.0,4174763.0,58.6,42.6,0,16.0
166.1,43,1.0,4174763.0,58.6,42.6,0,16.0
166.8,43,1.0,3662142.0,58.6,42.6,0,16.0
167.7,47,1.0,3663101.0,61.6,44.9,0,17.0
168.6,48,1.0,3617612.0,61.6,44.9,0,17.0
169.3,48,1.0,3507067.0,61.6,44.9,0,17.0
170.0,44,1.0,3230277.0,61.6,44.9,0,17.0
171.0,44,2.0,1513024.0,61.6,44.9,0,17.0
171.4,44,1.0,2981017.0,62.8,46.7,0,16.0
172.9,49,1.0,2639079.0,62.8,46.7,0,16.0
173.6,50,1.0,2553929.0,62.8,46.7,0,16.0
