time,playID,playQuality,buffer_size
0.6,0,1,0
4.6,1,0,4
8.6,2,1,0
12.62,-1.0,-1.0,0
12.67,-1.0,-1.0,0
12.72,-1.0,-1.0,0
12.77,-1.0,-1.0,0
12.82,-1.0,-1.0,0
12.87,-1.0,-1.0,0
12.92,-1.0,-1.0,0
12.97,-1.0,-1.0,0
13.02,-1.0,-1.0,0
13.07,-1.0,-1.0,0
13.12,-1.0,-1.0,0
13.17,-1.0,-1.0,0
13.22,-1.0,-1.0,0
13.27,-1.0,-1.0,0
13.32,-1.0,-1.0,0
13.37,-1.0,-1.0,0
13.42,-1.0,-1.0,0
13.47,-1.0,-1.0,0
13.52,-1.0,-1.0,0
13.57,-1.0,-1.0,0
13.62,-1.0,-1.0,0
13.67,-1.0,-1.0,0
13.72,-1.0,-1.0,0
13.77,-1.0,-1.0,0
13.82,-1.0,-1.0,0
13.87,-1.0,-1.0,0
13.92,-1.0,-1.0,0
13.97,-1.0,-1.0,0
14.02,-1.0,-1.0,0
14.07,-1.0,-1.0,0
14.12,-1.0,-1.0,0
14.17,-1.0,-1.0,0
14.22,-1.0,-1.0,0
14.27,-1.0,-1.0,0
14.32,-1.0,-1.0,0
14.37,-1.0,-1.0,0
14.42,-1.0,-1.0,0
14.47,-1.0,-1.0,0
14.52,-1.0,-1.0,0
14.57,-1.0,-1.0,0
14.62,-1.0,-1.0,0
14.67,-1.0,-1.0,0
14.72,-1.0,-1.0,0
14.77,-1.0,-1.0,0
14.82,-1.0,-1.0,0
14.87,-1.0,-1.0,0
14.9,3,0,8
18.9,4,1,8
22.9,5,1,8
26.9,6,1,4
30.9,7,1,4
34.9,8,0,4
38.9,9,0,0
42.9,10,1,4
46.92,-1.0,-1.0,0
46.97,-1.0,-1.0,0
47.02,-1.0,-1.0,0
47.07,-1.0,-1.0,0
47.12,-1.0,-1.0,0
47.17,-1.0,-1.0,0
47.22,-1.0,-1.0,0
47.27,-1.0,-1.0,0
47.32,-1.0,-1.0,0
47.37,-1.0,-1.0,0
47.42,-1.0,-1.0,0
47.47,-1.0,-1.0,0
47.52,-1.0,-1.0,0
47.57,-1.0,-1.0,0
47.62,-1.0,-1.0,0
47.67,-1.0,-1.0,0
47.72,-1.0,-1.0,0
47.77,-1.0,-1.0,0
47.82,-1.0,-1.0,0
47.87,-1.0,-1.0,0
47.92,-1.0,-1.0,0
47.97,-1.0,-1.0,0
48.02,-1.0,-1.0,0
48.07,-1.0,-1.0,0
48.12,-1.0,-1.0,0
48.17,-1.0,-1.0,0
48.22,-1.0,-1.0,0
48.27,-1.0,-1.0,0
48.32,-1.0,-1.0,0
48.37,-1.0,-1.0,0
48.42,-1.0,-1.0,0
48.47,-1.0,-1.0,0
48.52,-1.0,-1.0,0
48.57,-1.0,-1.0,0
48.62,-1.0,-1.0,0
48.67,-1.0,-1.0,0
48.72,-1.0,-1.0,0
48.77,-1.0,-1.0,0
48.82,-1.0,-1.0,0
48.87,-1.0,-1.0,0
48.92,-1.0,-1.0,0
48.97,-1.0,-1.0,0
49.02,-1.0,-1.0,0
49.07,-1.0,-1.0,0
49.12,-1.0,-1.0,0
49.17,-1.0,-1.0,0
49.22,-1.0,-1.0,0
49.27,-1.0,-1.0,0
49.32,-1.0,-1.0,0
49.37,-1.0,-1.0,0
49.42,-1.0,-1.0,0
49.47,-1.0,-1.0,0
49.52,-1.0,-1.0,0
49.57,-1.0,-1.0,0
49.62,-1.0,-1.0,0
49.67,-1.0,-1.0,0
49.72,-1.0,-1.0,0
49.77,-1.0,-1.0,0
49.82,-1.0,-1.0,0
49.87,-1.0,-1.0,0
49.92,-1.0,-1.0,0
49.97,-1.0,-1.0,0
50.02,-1.0,-1.0,0
50.07,-1.0,-1.0,0
50.12,-1.0,-1.0,0
50.1,11,0,4
54.1,12,0,4
58.1,13,1,12
62.1,14,1,16
66.1,15,1,12
70.1,16,0,16
74.1,17,3,16
78.1,18,3,20
82.1,19,2,16
86.1,20,3,12
90.1,21,3,12
94.1,22,1,16
98.1,23,3,16
102.1,24,5,12
106.1,25,1,12
110.1,26,3,12
114.1,27,1,8
118.1,28,0,12
122.1,29,0,12
126.1,30,0,12
130.1,31,0,12
134.1,32,0,20
138.1,33,0,16
142.1,34,4,20
146.1,35,1,16
150.1,36,0,12
154.1,37,3,8
158.1,38,3,4
162.1,39,3,4
166.1,40,0,8
170.1,41,5,8
174.1,42,5,8
178.1,43,0,4
182.1,44,0,4
186.1,45,4,4
190.1,46,0,8
194.1,47,5,8
198.1,48,5,16
202.1,49,4,16
206.1,50,4,12
210.1,51,4,8
214.1,52,4,12
218.1,53,0,12
222.1,54,4,8
226.1,55,4,8
230.1,56,1,4
234.1,57,0,4
238.1,58,6,4
242.1,59,1,0
