time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,1,2.0,1259587.0,0.7,4.3,0,-4.0
1.1,2,1.0,1196889.0,0.7,4.3,0,-4.0
2.1,1,1.0,1482965.0,0.7,4.3,0,-4.0
2.9,1,1.0,1262595.0,0.7,4.3,0,-4.0
3.8,1,1.0,1141249.0,0.7,4.3,0,-4.0
4.7,1,1.0,1029436.0,1.0,4.7,0,-4.0
5.8,2,1.0,1024701.0,1.0,4.7,0,-4.0
7.0,2,1.0,1279783.0,1.0,4.7,0,-4.0
7.9,2,1.0,1120899.0,1.0,4.7,0,-4.0
9.0,2,1.0,1260407.0,1.3,4.7,0,-3.0
10.0,3,1.0,1279746.0,1.3,4.7,0,-3.0
10.8,4,1.0,1301739.0,1.3,4.7,0,-3.0
11.5,3,1.0,1282438.0,1.3,4.7,0,-3.0
12.3,3,2.0,1652003.0,1.3,4.7,0,-3.0
12.4,3,1.0,1209002.0,1.3,4.7,0,-3.0
13.0,3,2.0,1682132.0,1.6,4.7,0,-3.0
14.6,4,1.0,1179233.0,1.6,4.7,0,-3.0
14.6,4,2.0,1449573.0,1.6,4.7,0,-3.0
15.2,4,2.0,1518297.0,1.6,4.7,0,-3.0
15.3,4,1.0,1349920.0,1.6,4.7,0,-3.0
15.8,4,2.0,1518516.0,1.6,4.7,0,-3.0
16.0,4,1.0,1367034.0,1.6,4.7,0,-3.0
16.4,4,2.0,1518684.0,1.6,4.7,0,-3.0
16.6,4,1.0,1479075.0,1.6,4.7,0,-3.0
17.0,4,2.0,1375641.0,1.9,5.1,0,-3.0
17.2,5,1.0,1696203.0,1.9,5.1,0,-3.0
17.6,6,2.0,1381637.0,1.9,5.1,0,-3.0
17.7,8,1.0,1257527.0,1.9,5.1,0,-3.0
18.4,8,2.0,1488814.0,1.9,5.1,0,-3.0
19.7,8,1.0,814869.0,1.9,5.1,0,-3.0
20.1,8,2.0,1307177.0,2.2,5.1,0,-3.0
22.0,7,2.0,1060598.0,2.2,5.1,0,-3.0
22.7,9,1.0,838286.0,2.2,5.1,0,-3.0
23.1,9,2.0,702190.0,2.5,5.1,0,-3.0
26.0,7,1.0,813005.0,2.5,5.1,0,-3.0
27.0,14,2.0,1283700.0,2.5,5.1,0,-3.0
27.4,14,1.0,874135.0,2.5,5.1,0,-3.0
29.0,14,2.0,1249089.0,2.8,5.1,0,-2.0
30.3,15,1.0,1001613.0,2.8,5.1,0,-2.0
