time,playID,playQuality,buffer_size
0.9,0,1,0
4.9,1,0,8
8.9,2,0,16
12.9,3,1,12
16.9,4,1,20
20.9,5,2,20
24.9,6,2,16
28.9,7,1,12
32.9,8,1,16
36.9,9,1,16
40.9,10,0,12
44.9,11,1,8
48.9,12,1,16
52.9,13,0,16
56.9,14,1,12
60.9,15,2,16
64.9,16,0,12
68.9,17,6,8
72.9,18,2,16
76.9,19,5,12
80.9,20,1,12
84.9,21,1,16
88.9,22,4,12
92.9,23,1,12
96.9,24,2,12
100.9,25,6,12
104.9,26,2,8
108.9,27,0,4
112.9,28,2,12
116.9,29,2,8
120.9,30,6,4
124.9,31,4,4
128.9,32,4,8
132.9,33,2,8
136.9,34,0,12
140.9,35,1,8
144.9,36,4,12
148.9,37,4,16
152.9,38,0,12
156.99,-1.0,-1.0,0
157.04,-1.0,-1.0,0
157.09,-1.0,-1.0,0
157.14,-1.0,-1.0,0
157.19,-1.0,-1.0,0
157.24,-1.0,-1.0,0
157.29,-1.0,-1.0,0
157.34,-1.0,-1.0,0
157.39,-1.0,-1.0,0
157.44,-1.0,-1.0,0
157.49,-1.0,-1.0,0
157.54,-1.0,-1.0,0
157.59,-1.0,-1.0,0
157.64,-1.0,-1.0,0
157.69,-1.0,-1.0,0
157.74,-1.0,-1.0,0
157.79,-1.0,-1.0,0
157.84,-1.0,-1.0,0
157.89,-1.0,-1.0,0
157.94,-1.0,-1.0,0
157.99,-1.0,-1.0,0
158.04,-1.0,-1.0,0
158.09,-1.0,-1.0,0
158.14,-1.0,-1.0,0
158.19,-1.0,-1.0,0
158.24,-1.0,-1.0,0
158.29,-1.0,-1.0,0
158.34,-1.0,-1.0,0
158.39,-1.0,-1.0,0
158.44,-1.0,-1.0,0
158.49,-1.0,-1.0,0
158.54,-1.0,-1.0,0
158.59,-1.0,-1.0,0
158.64,-1.0,-1.0,0
158.69,-1.0,-1.0,0
158.74,-1.0,-1.0,0
158.79,-1.0,-1.0,0
158.84,-1.0,-1.0,0
158.89,-1.0,-1.0,0
158.94,-1.0,-1.0,0
158.99,-1.0,-1.0,0
159.04,-1.0,-1.0,0
159.09,-1.0,-1.0,0
159.14,-1.0,-1.0,0
159.19,-1.0,-1.0,0
159.24,-1.0,-1.0,0
159.29,-1.0,-1.0,0
159.34,-1.0,-1.0,0
159.39,-1.0,-1.0,0
159.44,-1.0,-1.0,0
159.49,-1.0,-1.0,0
159.54,-1.0,-1.0,0
159.59,-1.0,-1.0,0
159.64,-1.0,-1.0,0
159.69,-1.0,-1.0,0
159.74,-1.0,-1.0,0
159.79,-1.0,-1.0,0
159.84,-1.0,-1.0,0
159.89,-1.0,-1.0,0
159.94,-1.0,-1.0,0
159.99,-1.0,-1.0,0
160.04,-1.0,-1.0,0
160.09,-1.0,-1.0,0
160.14,-1.0,-1.0,0
160.19,-1.0,-1.0,0
160.24,-1.0,-1.0,0
160.29,-1.0,-1.0,0
160.34,-1.0,-1.0,0
160.39,-1.0,-1.0,0
160.44,-1.0,-1.0,0
160.49,-1.0,-1.0,0
160.54,-1.0,-1.0,0
160.59,-1.0,-1.0,0
160.64,-1.0,-1.0,0
160.69,-1.0,-1.0,0
160.74,-1.0,-1.0,0
160.79,-1.0,-1.0,0
160.84,-1.0,-1.0,0
160.89,-1.0,-1.0,0
160.94,-1.0,-1.0,0
160.99,-1.0,-1.0,0
161.04,-1.0,-1.0,0
161.09,-1.0,-1.0,0
161.14,-1.0,-1.0,0
161.19,-1.0,-1.0,0
161.24,-1.0,-1.0,0
161.29,-1.0,-1.0,0
161.34,-1.0,-1.0,0
161.39,-1.0,-1.0,0
161.44,-1.0,-1.0,0
161.49,-1.0,-1.0,0
161.54,-1.0,-1.0,0
161.59,-1.0,-1.0,0
161.64,-1.0,-1.0,0
161.69,-1.0,-1.0,0
161.74,-1.0,-1.0,0
161.79,-1.0,-1.0,0
161.84,-1.0,-1.0,0
161.89,-1.0,-1.0,0
161.94,-1.0,-1.0,0
161.99,-1.0,-1.0,0
162.04,-1.0,-1.0,0
162.09,-1.0,-1.0,0
162.14,-1.0,-1.0,0
162.19,-1.0,-1.0,0
162.24,-1.0,-1.0,0
162.29,-1.0,-1.0,0
162.34,-1.0,-1.0,0
162.39,-1.0,-1.0,0
162.44,-1.0,-1.0,0
162.49,-1.0,-1.0,0
162.54,-1.0,-1.0,0
162.59,-1.0,-1.0,0
162.64,-1.0,-1.0,0
162.69,-1.0,-1.0,0
162.74,-1.0,-1.0,0
162.79,-1.0,-1.0,0
162.84,-1.0,-1.0,0
162.89,-1.0,-1.0,0
162.94,-1.0,-1.0,0
162.99,-1.0,-1.0,0
163.04,-1.0,-1.0,0
163.09,-1.0,-1.0,0
163.14,-1.0,-1.0,0
163.19,-1.0,-1.0,0
163.24,-1.0,-1.0,0
163.29,-1.0,-1.0,0
163.34,-1.0,-1.0,0
163.39,-1.0,-1.0,0
163.44,-1.0,-1.0,0
163.49,-1.0,-1.0,0
163.54,-1.0,-1.0,0
163.59,-1.0,-1.0,0
163.64,-1.0,-1.0,0
163.69,-1.0,-1.0,0
163.74,-1.0,-1.0,0
163.79,-1.0,-1.0,0
163.84,-1.0,-1.0,0
163.89,-1.0,-1.0,0
163.94,-1.0,-1.0,0
163.99,-1.0,-1.0,0
164.04,-1.0,-1.0,0
164.09,-1.0,-1.0,0
164.14,-1.0,-1.0,0
164.1,39,1,16
168.1,40,0,12
172.1,41,2,8
176.1,42,3,4
180.1,43,2,8
184.1,44,0,8
188.1,45,6,12
192.1,46,0,8
196.1,47,1,8
200.1,48,1,8
204.1,49,1,16
208.1,50,1,16
212.1,51,0,16
216.1,52,1,16
220.1,53,0,16
224.1,54,1,12
228.1,55,3,8
232.1,56,0,4
236.1,57,4,0
240.1,58,2,0
244.1,59,1,0
