time,playID,playQuality,buffer_size
1.0,0,1,0
5.0,1,0,8
9.0,2,0,12
13.0,3,0,8
17.0,4,3,8
21.0,5,6,4
25.0,6,4,12
29.0,7,0,12
33.0,8,3,8
37.0,9,3,8
41.0,10,3,8
45.0,11,3,8
49.0,12,4,12
53.0,13,4,8
57.0,14,4,4
61.0,15,4,4
65.0,16,4,8
69.0,17,3,8
73.0,18,5,12
77.0,19,4,12
81.0,20,4,8
85.0,21,4,8
89.0,22,4,12
93.0,23,3,12
97.0,24,4,8
101.0,25,5,4
105.0,26,4,4
109.0,27,4,0
113.04,-1.0,-1.0,0
113.09,-1.0,-1.0,0
113.14,-1.0,-1.0,0
113.19,-1.0,-1.0,0
113.24,-1.0,-1.0,0
113.29,-1.0,-1.0,0
113.34,-1.0,-1.0,0
113.39,-1.0,-1.0,0
113.44,-1.0,-1.0,0
113.49,-1.0,-1.0,0
113.54,-1.0,-1.0,0
113.59,-1.0,-1.0,0
113.64,-1.0,-1.0,0
113.69,-1.0,-1.0,0
113.7,28,4,0
117.7,29,4,8
121.7,30,0,8
125.7,31,1,12
129.7,32,3,8
133.7,33,3,8
137.7,34,0,8
141.7,35,4,4
145.7,36,0,12
149.7,37,4,12
153.7,38,4,12
157.7,39,5,16
161.7,40,5,12
165.7,41,4,12
169.7,42,4,8
173.7,43,4,12
177.7,44,4,8
181.7,45,4,16
185.7,46,4,12
189.7,47,4,8
193.7,48,4,8
197.7,49,4,8
201.7,50,4,12
205.7,51,4,8
209.7,52,4,4
213.7,53,4,12
217.7,54,4,12
221.7,55,3,12
225.7,56,0,8
229.7,57,0,8
233.7,58,6,4
237.7,59,4,0
