time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,2,2.0,1172231.0,0.7,4.3,0,-4.0
0.9,1,1.0,1201481.0,0.7,4.3,0,-4.0
3.1,2,1.0,1060278.0,0.7,4.3,0,-4.0
4.0,2,2.0,876091.0,0.7,4.3,0,-4.0
4.2,2,1.0,1121971.0,1.4,4.3,0,-3.0
5.3,3,1.0,907949.0,1.4,4.3,0,-3.0
5.4,2,2.0,786651.0,1.4,4.3,0,-3.0
8.2,2,1.0,882069.0,1.7,4.7,0,-3.0
8.9,4,2.0,1019980.0,1.7,4.7,0,-3.0
10.8,3,2.0,789724.0,1.7,4.7,0,-3.0
11.4,3,1.0,616215.0,2.4,4.7,0,-2.0
14.1,5,2.0,858433.0,2.4,4.7,0,-2.0
15.6,5,1.0,734494.0,2.4,4.7,0,-2.0
15.9,4,2.0,762159.0,3.1,4.7,0,-2.0
17.8,6,1.0,649712.0,3.1,4.7,0,-2.0
18.4,10,2.0,647725.0,3.8,4.7,0,-1.0
21.9,7,1.0,602214.0,3.8,4.7,0,-1.0
22.6,11,2.0,681864.0,3.8,4.7,0,-1.0
23.8,7,1.0,696711.0,4.5,4.7,0,-0.0
25.5,8,1.0,683978.0,4.5,4.7,0,-0.0
26.6,12,2.0,770589.0,4.5,4.7,0,-0.0
27.0,7,1.0,864865.0,4.8,5.1,0,-0.0
30.1,9,1.0,833808.0,4.8,5.1,0,-0.0
30.2,8,2.0,670904.0,4.8,5.1,0,-0.0
31.5,8,1.0,1138019.0,5.1,5.5,0,-0.0
33.7,9,1.0,709225.0,5.1,5.5,0,-0.0
33.9,9,2.0,759293.0,5.4,5.9,0,-0.0
37.5,10,2.0,735233.0,5.4,5.9,0,-0.0
37.6,10,1.0,1049338.0,5.4,5.9,0,-0.0
40.2,10,1.0,3365431.0,6.1,5.9,0,0.0
41.0,14,1.0,3479661.0,6.1,5.9,0,0.0
41.2,14,2.0,713703.0,6.1,5.9,0,0.0
42.5,13,1.0,3498982.0,6.1,5.9,0,0.0
44.3,14,1.0,3491488.0,6.8,5.9,0,1.0
