time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,8
8.5,2,0,16
12.5,3,1,20
16.5,4,3,24
20.5,5,3,24
24.5,6,3,28
28.5,7,3,28
32.5,8,2,28
36.5,9,3,28
40.5,10,2,24
44.5,11,3,24
48.5,12,3,28
52.5,13,1,28
56.5,14,3,28
60.5,15,2,28
64.5,16,1,28
68.5,17,2,24
72.5,18,2,28
76.5,19,1,24
80.5,20,1,28
84.5,21,1,28
88.5,22,1,28
92.5,23,3,24
96.5,24,5,28
100.5,25,3,28
104.5,26,6,24
108.5,27,3,24
112.5,28,3,28
116.5,29,3,28
120.5,30,3,28
124.5,31,1,28
128.5,32,6,28
132.5,33,4,24
136.5,34,3,24
140.5,35,1,28
144.5,36,3,24
148.5,37,3,28
152.5,38,2,24
156.5,39,3,28
160.5,40,3,28
164.5,41,3,28
168.5,42,3,24
172.5,43,6,28
176.5,44,1,24
180.5,45,3,28
184.5,46,1,28
188.5,47,3,28
192.5,48,1,28
196.5,49,1,28
200.5,50,1,28
204.5,51,3,24
208.5,52,0,24
212.5,53,1,20
216.5,54,1,20
220.5,55,3,16
224.5,56,3,12
228.5,57,3,8
232.5,58,4,4
236.5,59,6,0
