time,buffer
0.05,4
0.9785687747688243,4
0.9786687747688243,8
1.2001683147485798,8
1.2002683147485798,0
1.2002683147485798,12
1.9692586506386789,12
1.9693586506386789,16
2.9526160354096773,16
2.9527160354096775,20
5.2002683147485795,20
5.200368314748579,4
5.249331309904153,4
5.2494313099041525,20
5.792271603753838,20
5.792371603753838,24
6.60016137313524,24
6.60026137313524,28
9.20036831474858,28
9.20046831474858,12
9.24364506392324,12
9.24374506392324,28
10.568101467720972,28
10.568201467720971,32
11.882108360946903,32
11.882208360946903,36
13.20046831474858,36
13.20056831474858,20
13.348506884730753,20
13.348606884730753,36
13.957836509955566,36
14.007836509955567,36
14.057836509955568,36
14.107836509955568,36
14.157836509955569,36
14.20783650995557,36
14.25783650995557,36
14.307836509955571,36
14.357836509955572,36
14.407836509955573,36
14.457836509955573,36
14.507836509955574,36
14.557836509955575,36
14.607836509955575,36
14.657836509955576,36
14.707836509955577,36
14.757836509955577,36
14.807836509955578,36
14.857836509955579,36
14.90783650995558,36
14.95783650995558,36
15.007836509955581,36
15.057836509955582,36
15.107836509955582,36
15.157836509955583,36
15.207836509955584,36
15.257836509955585,36
15.307836509955585,36
15.357836509955586,36
15.407836509955587,36
15.457836509955587,36
15.507836509955588,36
15.557836509955589,36
15.60783650995559,36
15.65783650995559,36
15.707836509955591,36
15.757836509955592,36
15.807836509955592,36
15.857836509955593,36
15.907836509955594,36
15.957836509955595,36
16.007836509955595,36
16.057836509955596,36
16.107836509955597,36
16.157836509955597,36
16.207836509955598,36
16.2578365099556,36
16.3078365099556,36
16.3578365099556,36
16.4078365099556,36
16.4578365099556,36
16.507836509955602,36
16.557836509955603,36
16.607836509955604,36
16.657836509955604,36
16.707836509955605,36
16.757836509955606,36
16.807836509955607,36
16.857836509955607,36
16.907836509955608,36
16.95783650995561,36
17.00783650995561,36
17.05783650995561,36
17.10783650995561,36
17.15783650995561,36
17.20056831474858,36
17.20066831474858,24
17.207836509955612,24
17.207936509955612,36
18.51565258164767,36
18.565652581647672,36
18.615652581647673,36
18.665652581647674,36
18.715652581647674,36
18.765652581647675,36
18.815652581647676,36
18.865652581647677,36
18.915652581647677,36
18.965652581647678,36
19.01565258164768,36
19.06565258164768,36
19.11565258164768,36
19.16565258164768,36
19.21565258164768,36
19.265652581647682,36
19.315652581647683,36
19.365652581647684,36
19.415652581647684,36
19.465652581647685,36
19.515652581647686,36
19.565652581647687,36
19.615652581647687,36
19.665652581647688,36
19.71565258164769,36
19.76565258164769,36
19.800560277238883,36
19.81565258164769,36
19.850560277238884,36
19.86565258164769,36
19.900560277238885,36
19.91565258164769,36
19.950560277238885,36
19.965652581647692,36
20.000560277238886,36
20.015652581647693,36
20.050560277238887,36
20.065652581647694,36
20.100560277238888,36
20.115652581647694,36
20.15056027723889,36
20.165652581647695,36
20.20056027723889,36
20.215652581647696,36
20.25056027723889,36
20.265652581647696,36
20.30056027723889,36
20.315652581647697,36
20.35056027723889,36
20.365652581647698,36
20.400560277238892,36
20.4156525816477,36
20.450560277238893,36
20.4656525816477,36
20.500560277238893,36
20.5156525816477,36
20.550560277238894,36
20.5656525816477,36
20.600560277238895,36
20.6156525816477,36
20.650560277238895,36
20.665652581647702,36
20.700560277238896,36
20.715652581647703,36
20.750560277238897,36
20.765652581647704,36
20.800560277238898,36
20.815652581647704,36
20.8505602772389,36
20.865652581647705,36
20.9005602772389,36
20.915652581647706,36
20.9505602772389,36
20.965652581647706,36
21.0005602772389,36
21.015652581647707,36
21.0505602772389,36
21.065652581647708,36
21.100560277238902,36
21.11565258164771,36
21.150560277238903,36
21.16565258164771,36
21.200560277238903,36
21.20066831474858,36
21.20076831474858,28
21.21565258164771,28
21.21575258164771,36
21.250560277238904,36
21.300560277238905,36
21.350560277238905,36
21.400560277238906,36
21.450560277238907,36
21.500560277238908,36
21.550560277238908,36
21.60056027723891,36
21.65056027723891,36
21.70056027723891,36
21.75056027723891,36
21.80056027723891,36
21.850560277238912,36
21.900560277238913,36
21.950560277238914,36
22.000560277238915,36
22.050560277238915,36
22.100560277238916,36
22.150560277238917,36
22.200560277238917,36
22.250560277238918,36
22.30056027723892,36
22.35056027723892,36
22.40056027723892,36
22.45056027723892,36
22.50056027723892,36
22.550560277238922,36
22.600560277238923,36
22.650560277238924,36
22.700560277238925,36
22.750560277238925,36
22.800560277238926,36
22.850560277238927,36
22.900560277238927,36
22.950560277238928,36
23.00056027723893,36
23.05056027723893,36
23.10056027723893,36
23.15056027723893,36
23.20056027723893,36
23.250560277238932,36
23.300560277238933,36
23.350560277238934,36
23.400560277238935,36
23.450560277238935,36
23.500560277238936,36
23.550560277238937,36
23.600560277238937,36
23.650560277238938,36
23.70056027723894,36
23.75056027723894,36
23.80056027723894,36
23.85056027723894,36
23.90056027723894,36
23.950560277238942,36
24.000560277238943,36
24.050560277238944,36
24.100560277238944,36
24.150560277238945,36
24.200560277238946,36
24.250560277238947,36
24.300560277238947,36
24.350560277238948,36
24.40056027723895,36
24.45056027723895,36
24.50056027723895,36
24.55056027723895,36
24.60056027723895,36
24.650560277238952,36
24.700560277238953,36
24.750560277238954,36
24.800560277238954,36
24.850560277238955,36
24.900560277238956,36
24.950560277238957,36
25.000560277238957,36
25.050560277238958,36
25.10056027723896,36
25.15056027723896,36
25.20056027723896,36
25.20076831474858,36
25.20086831474858,24
25.25056027723896,24
25.25066027723896,36
26.750097858000345,36
26.800097858000345,36
26.850097858000346,36
26.900097858000347,36
26.950097858000348,36
27.00009785800035,36
27.05009785800035,36
27.10009785800035,36
27.15009785800035,36
27.20009785800035,36
27.243142475399765,36
27.250097858000352,36
27.293142475399765,36
27.300097858000353,36
27.343142475399766,36
27.350097858000353,36
27.393142475399767,36
27.400097858000354,36
27.443142475399767,36
27.450097858000355,36
27.493142475399768,36
27.500097858000355,36
27.54314247539977,36
27.550097858000356,36
27.59314247539977,36
27.600097858000357,36
27.64314247539977,36
27.650097858000358,36
27.69314247539977,36
27.70009785800036,36
27.74314247539977,36
27.75009785800036,36
27.793142475399772,36
27.80009785800036,36
27.843142475399773,36
27.85009785800036,36
27.893142475399774,36
27.90009785800036,36
27.943142475399775,36
27.950097858000362,36
27.993142475399775,36
28.000097858000363,36
28.043142475399776,36
28.050097858000363,36
28.093142475399777,36
28.100097858000364,36
28.143142475399777,36
28.150097858000365,36
28.193142475399778,36
28.200097858000365,36
28.24314247539978,36
28.250097858000366,36
28.29314247539978,36
28.300097858000367,36
28.34314247539978,36
28.350097858000368,36
28.39314247539978,36
28.40009785800037,36
28.44314247539978,36
28.45009785800037,36
28.493142475399782,36
28.50009785800037,36
28.543142475399783,36
28.55009785800037,36
28.593142475399784,36
28.60009785800037,36
28.643142475399785,36
28.650097858000372,36
28.693142475399785,36
28.700097858000372,36
28.743142475399786,36
28.750097858000373,36
28.793142475399787,36
28.800097858000374,36
28.843142475399787,36
28.850097858000375,36
28.893142475399788,36
28.900097858000375,36
28.94314247539979,36
28.950097858000376,36
28.99314247539979,36
29.000097858000377,36
29.04314247539979,36
29.050097858000377,36
29.09314247539979,36
29.100097858000378,36
29.14314247539979,36
29.15009785800038,36
29.193142475399792,36
29.20009785800038,36
29.20086831474858,36
29.20096831474858,28
29.243142475399793,28
29.243242475399793,36
29.25009785800038,36
29.30009785800038,36
29.35009785800038,36
29.400097858000382,36
29.450097858000383,36
29.500097858000384,36
29.550097858000385,36
29.600097858000385,36
29.650097858000386,36
29.700097858000387,36
29.750097858000387,36
29.800097858000388,36
29.85009785800039,36
29.90009785800039,36
29.95009785800039,36
30.00009785800039,36
30.05009785800039,36
30.100097858000392,36
30.150097858000393,36
30.200097858000394,36
30.250097858000395,36
30.300097858000395,36
30.350097858000396,36
30.400097858000397,36
30.450097858000397,36
30.500097858000398,36
30.5500978580004,36
30.6000978580004,36
30.6500978580004,36
30.7000978580004,36
30.7500978580004,36
30.800097858000402,36
30.850097858000403,36
30.900097858000404,36
30.950097858000404,36
31.000097858000405,36
31.050097858000406,36
31.100097858000407,36
31.150097858000407,36
31.200097858000408,36
31.25009785800041,36
31.30009785800041,36
31.35009785800041,36
31.40009785800041,36
31.45009785800041,36
31.500097858000412,36
31.550097858000413,36
31.600097858000414,36
31.650097858000414,36
31.700097858000415,36
31.750097858000416,36
31.800097858000417,36
31.850097858000417,36
31.900097858000418,36
31.9378074449626,36
31.95009785800042,36
31.987807444962602,36
32.000097858000416,36
32.0378074449626,36
32.05009785800041,36
32.0878074449626,36
32.10009785800041,36
32.1378074449626,36
32.15009785800041,36
32.187807444962594,36
32.200097858000404,36
32.23780744496259,36
32.2500978580004,36
32.28780744496259,36
32.3000978580004,36
32.337807444962586,36
32.350097858000396,36
32.38780744496258,36
32.40009785800039,36
32.43780744496258,36
32.45009785800039,36
32.48780744496258,36
32.50009785800039,36
32.537807444962574,36
32.550097858000385,36
32.58780744496257,36
32.60009785800038,36
32.63780744496257,36
32.65009785800038,36
32.687807444962566,36
32.700097858000376,36
32.73780744496256,36
32.75009785800037,36
32.78780744496256,36
32.80009785800037,36
32.83780744496256,36
32.85009785800037,36
32.887807444962554,36
32.900097858000365,36
32.93780744496255,36
32.95009785800036,36
32.98780744496255,36
33.00009785800036,36
33.037807444962546,36
33.050097858000356,36
33.08780744496254,36
33.10009785800035,36
33.13780744496254,36
33.15009785800035,36
33.18780744496254,36
33.20009785800035,36
33.20096831474858,36
33.20106831474858,28
33.237807444962534,28
33.23790744496254,36
33.250097858000345,36
33.30009785800034,36
33.35009785800034,36
33.400097858000336,36
33.45009785800033,36
33.50009785800033,36
33.55009785800033,36
33.600097858000325,36
33.65009785800032,36
33.70009785800032,36
33.750097858000316,36
33.80009785800031,36
33.85009785800031,36
33.90009785800031,36
33.950097858000305,36
34.0000978580003,36
34.0500978580003,36
34.1000978580003,36
34.150097858000294,36
34.20009785800029,36
34.25009785800029,36
34.300097858000285,36
34.35009785800028,36
34.40009785800028,36
34.45009785800028,36
34.500097858000274,36
34.55009785800027,36
34.60009785800027,36
34.650097858000265,36
34.70009785800026,36
34.75009785800026,36
34.80009785800026,36
34.850097858000254,36
34.90009785800025,36
34.95009785800025,36
35.000097858000245,36
35.05009785800024,36
35.10009785800024,36
35.15009785800024,36
35.200097858000234,36
35.25009785800023,36
35.30009785800023,36
35.350097858000225,36
35.40009785800022,36
35.45009785800022,36
35.50009785800022,36
35.550097858000214,36
35.558665562152726,36
35.60009785800021,36
35.60866556215272,36
35.65009785800021,36
35.65866556215272,36
35.700097858000206,36
35.70866556215272,36
35.7500978580002,36
35.758665562152714,36
35.8000978580002,36
35.80866556215271,36
35.8500978580002,36
35.85866556215271,36
35.900097858000194,36
35.908665562152706,36
35.95009785800019,36
35.9586655621527,36
36.00009785800019,36
36.0086655621527,36
36.050097858000186,36
36.0586655621527,36
36.10009785800018,36
36.108665562152694,36
36.15009785800018,36
36.15866556215269,36
36.20009785800018,36
36.20866556215269,36
36.250097858000174,36
36.258665562152686,36
36.30009785800017,36
36.30866556215268,36
36.35009785800017,36
36.35866556215268,36
36.400097858000166,36
36.40866556215268,36
36.45009785800016,36
36.458665562152675,36
36.50009785800016,36
36.50866556215267,36
36.55009785800016,36
36.55866556215267,36
36.600097858000154,36
36.608665562152666,36
36.65009785800015,36
36.65866556215266,36
36.70009785800015,36
36.70866556215266,36
36.750097858000146,36
36.75866556215266,36
36.80009785800014,36
36.808665562152655,36
36.85009785800014,36
36.85866556215265,36
36.90009785800014,36
36.90866556215265,36
36.950097858000134,36
36.958665562152646,36
37.00009785800013,36
37.00866556215264,36
37.05009785800013,36
37.05866556215264,36
37.100097858000126,36
37.10866556215264,36
37.15009785800012,36
37.158665562152635,36
37.20009785800012,36
37.20106831474858,36
37.201168314748585,28
37.20866556215263,28
37.208765562152635,36
37.25009785800012,36
37.300097858000115,36
37.35009785800011,36
37.40009785800011,36
37.450097858000106,36
37.5000978580001,36
37.5500978580001,36
37.6000978580001,36
37.650097858000095,36
37.70009785800009,36
37.75009785800009,36
37.800097858000086,36
37.85009785800008,36
37.90009785800008,36
37.95009785800008,36
38.000097858000075,36
38.05009785800007,36
38.10009785800007,36
38.150097858000066,36
38.20009785800006,36
38.25009785800006,36
38.30009785800006,36
38.350097858000055,36
38.40009785800005,36
38.45009785800005,36
38.500097858000046,36
38.55009785800004,36
38.60009785800004,36
38.65009785800004,36
38.700097858000035,36
38.75009785800003,36
38.80009785800003,36
38.85009785800003,36
38.900097858000024,36
38.95009785800002,36
39.00009785800002,36
39.050097858000015,36
39.10009785800001,36
39.15009785800001,36
39.20009785800001,36
39.250097858000004,36
39.300097858,36
39.350097858,36
39.400097857999995,36
39.45009785799999,36
39.50009785799999,36
39.55009785799999,36
39.600097857999984,36
39.65009785799998,36
39.70009785799998,36
39.750097857999975,36
39.80009785799997,36
39.85009785799997,36
39.90009785799997,36
39.950097857999964,36
40.00009785799996,36
40.05009785799996,36
40.100097857999955,36
40.15009785799995,36
40.20009785799995,36
40.25009785799995,36
40.300097857999944,36
40.35009785799994,36
40.40009785799994,36
40.450097857999936,36
40.50009785799993,36
40.55009785799993,36
40.60009785799993,36
40.650097857999924,36
40.70009785799992,36
40.75009785799992,36
40.800097857999916,36
40.85009785799991,36
40.90009785799991,36
40.95009785799991,36
41.000097857999904,36
41.0500978579999,36
41.1000978579999,36
41.150097857999896,36
41.20009785799989,36
41.201168314748585,36
41.20126831474859,24
41.25009785799989,24
41.25019785799989,36
42.52218508815353,36
42.572185088153525,36
42.62218508815352,36
42.67218508815352,36
42.722185088153516,36
42.77218508815351,36
42.82218508815351,36
42.87218508815351,36
42.922185088153505,36
42.9721850881535,36
43.0221850881535,36
43.072185088153496,36
43.12218508815349,36
43.17218508815349,36
43.22218508815349,36
43.272185088153485,36
43.32218508815348,36
43.37218508815348,36
43.422185088153476,36
43.47218508815347,36
43.52218508815347,36
43.57218508815347,36
43.622185088153465,36
43.67218508815346,36
43.72218508815346,36
43.772185088153456,36
43.822185088153454,36
43.87218508815345,36
43.92218508815345,36
43.972185088153445,36
44.02218508815344,36
44.07218508815344,36
44.12218508815344,36
44.172185088153434,36
44.22218508815343,36
44.27218508815343,36
44.322185088153425,36
44.37218508815342,36
44.42218508815342,36
44.47218508815342,36
44.522185088153414,36
44.57218508815341,36
44.62218508815341,36
44.672185088153405,36
44.7221850881534,36
44.7721850881534,36
44.8221850881534,36
44.872185088153394,36
44.92218508815339,36
44.97218508815339,36
45.022185088153385,36
45.07218508815338,36
45.12218508815338,36
45.17218508815338,36
45.20126831474859,36
45.20136831474859,24
45.222185088153374,24
45.22228508815338,36
45.84026294068065,36
45.89026294068065,36
45.94026294068065,36
45.990262940680644,36
46.04026294068064,36
46.09026294068064,36
46.140262940680635,36
46.19026294068063,36
46.24026294068063,36
46.29026294068063,36
46.340262940680624,36
46.39026294068062,36
46.44026294068062,36
46.490262940680616,36
46.54026294068061,36
46.59026294068061,36
46.64026294068061,36
46.690262940680604,36
46.7402629406806,36
46.7902629406806,36
46.840262940680596,36
46.89026294068059,36
46.94026294068059,36
46.99026294068059,36
47.040262940680584,36
47.09026294068058,36
47.14026294068058,36
47.190262940680576,36
47.24026294068057,36
47.29026294068057,36
47.34026294068057,36
47.390262940680564,36
47.44026294068056,36
47.49026294068056,36
47.540262940680556,36
47.59026294068055,36
47.64026294068055,36
47.69026294068055,36
47.740262940680545,36
47.79026294068054,36
47.84026294068054,36
47.890262940680536,36
47.94026294068053,36
47.99026294068053,36
48.04026294068053,36
48.090262940680525,36
48.14026294068052,36
48.19026294068052,36
48.213872305341305,36
48.240262940680516,36
48.2638723053413,36
48.29026294068051,36
48.3138723053413,36
48.34026294068051,36
48.363872305341296,36
48.39026294068051,36
48.41387230534129,36
48.440262940680505,36
48.46387230534129,36
48.4902629406805,36
48.51387230534129,36
48.5402629406805,36
48.563872305341285,36
48.590262940680496,36
48.61387230534128,36
48.64026294068049,36
48.66387230534128,36
48.69026294068049,36
48.713872305341276,36
48.74026294068049,36
48.76387230534127,36
48.790262940680485,36
48.81387230534127,36
48.84026294068048,36
48.86387230534127,36
48.89026294068048,36
48.913872305341265,36
48.940262940680476,36
48.96387230534126,36
48.99026294068047,36
49.01387230534126,36
49.04026294068047,36
49.063872305341256,36
49.09026294068047,36
49.11387230534125,36
49.140262940680465,36
49.16387230534125,36
49.19026294068046,36
49.20136831474859,36
49.201468314748595,28
49.21387230534125,28
49.21397230534125,36
49.24026294068046,36
49.290262940680456,36
49.340262940680454,36
49.39026294068045,36
49.44026294068045,36
49.490262940680445,36
49.54026294068044,36
49.59026294068044,36
49.64026294068044,36
49.690262940680434,36
49.74026294068043,36
49.79026294068043,36
49.840262940680425,36
49.89026294068042,36
49.94026294068042,36
49.99026294068042,36
50.040262940680414,36
50.09026294068041,36
50.14026294068041,36
50.190262940680405,36
50.2402629406804,36
50.2902629406804,36
50.3402629406804,36
50.390262940680394,36
50.44026294068039,36
50.49026294068039,36
50.540262940680385,36
50.59026294068038,36
50.64026294068038,36
50.69026294068038,36
50.740262940680374,36
50.79026294068037,36
50.84026294068037,36
50.890262940680365,36
50.94026294068036,36
50.99026294068036,36
51.04026294068036,36
51.090262940680354,36
51.14026294068035,36
51.19026294068035,36
51.240262940680346,36
51.29026294068034,36
51.34026294068034,36
51.39026294068034,36
51.440262940680334,36
51.49026294068033,36
51.54026294068033,36
51.590262940680326,36
51.64026294068032,36
51.69026294068032,36
51.74026294068032,36
51.790262940680314,36
51.84026294068031,36
51.89026294068031,36
51.940262940680306,36
51.948408101341435,36
51.9902629406803,36
51.99840810134143,36
52.0402629406803,36
52.04840810134143,36
52.0902629406803,36
52.09840810134143,36
52.140262940680294,36
52.148408101341424,36
52.19026294068029,36
52.19840810134142,36
52.24026294068029,36
52.24840810134142,36
52.290262940680286,36
52.298408101341415,36
52.34026294068028,36
52.34840810134141,36
52.39026294068028,36
52.39840810134141,36
52.44026294068028,36
52.44840810134141,36
52.490262940680275,36
52.498408101341404,36
52.54026294068027,36
52.5484081013414,36
52.59026294068027,36
52.5984081013414,36
52.640262940680266,36
52.648408101341396,36
52.69026294068026,36
52.69840810134139,36
52.74026294068026,36
52.74840810134139,36
52.79026294068026,36
52.79840810134139,36
52.840262940680255,36
52.848408101341384,36
52.89026294068025,36
52.89840810134138,36
52.94026294068025,36
52.94840810134138,36
52.990262940680246,36
52.998408101341376,36
53.04026294068024,36
53.04840810134137,36
53.09026294068024,36
53.09840810134137,36
53.14026294068024,36
53.14840810134137,36
53.190262940680235,36
53.198408101341364,36
53.201468314748595,36
53.2015683147486,28
53.24026294068023,28
53.240362940680235,36
53.24840810134136,36
53.29840810134136,36
53.348408101341356,36
53.39840810134135,36
53.44840810134135,36
53.49840810134135,36
53.548408101341344,36
53.59840810134134,36
53.64840810134134,36
53.698408101341336,36
53.74840810134133,36
53.79840810134133,36
53.84840810134133,36
53.898408101341325,36
53.94840810134132,36
53.99840810134132,36
54.048408101341316,36
54.09840810134131,36
54.14840810134131,36
54.19840810134131,36
54.248408101341305,36
54.2984081013413,36
54.3484081013413,36
54.398408101341296,36
54.44840810134129,36
54.49840810134129,36
54.54840810134129,36
54.598408101341285,36
54.64840810134128,36
54.69840810134128,36
54.748408101341276,36
54.79840810134127,36
54.84840810134127,36
54.89840810134127,36
54.948408101341265,36
54.99840810134126,36
55.04840810134126,36
55.098408101341256,36
55.14840810134125,36
55.19840810134125,36
55.24840810134125,36
55.298408101341245,36
55.34840810134124,36
55.39840810134124,36
55.448408101341236,36
55.498408101341234,36
55.54840810134123,36
55.59840810134123,36
55.648408101341225,36
55.69840810134122,36
55.74840810134122,36
55.79840810134122,36
55.848408101341214,36
55.89840810134121,36
55.94840810134121,36
55.998408101341205,36
56.0484081013412,36
56.0984081013412,36
56.1484081013412,36
56.198408101341194,36
56.24840810134119,36
56.29840810134119,36
56.348408101341185,36
56.39840810134118,36
56.44840810134118,36
56.49840810134118,36
56.548408101341174,36
56.59840810134117,36
56.64840810134117,36
56.698408101341165,36
56.74840810134116,36
56.79840810134116,36
56.84840810134116,36
56.898408101341154,36
56.94840810134115,36
56.99840810134115,36
57.048408101341145,36
57.09840810134114,36
57.14840810134114,36
57.19840810134114,36
57.2015683147486,36
57.2016683147486,24
57.248408101341134,24
57.24850810134114,36
58.861573638792265,36
58.91157363879226,36
58.96157363879226,36
59.004840035980685,36
59.01157363879226,36
59.05484003598068,36
59.061573638792254,36
59.10484003598068,36
59.11157363879225,36
59.154840035980676,36
59.16157363879225,36
59.20484003598067,36
59.211573638792245,36
59.25484003598067,36
59.26157363879224,36
59.30484003598067,36
59.31157363879224,36
59.354840035980665,36
59.36157363879224,36
59.40484003598066,36
59.411573638792234,36
59.45484003598066,36
59.46157363879223,36
59.504840035980656,36
59.51157363879223,36
59.554840035980654,36
59.561573638792225,36
59.60484003598065,36
59.61157363879222,36
59.65484003598065,36
59.66157363879222,36
59.704840035980645,36
59.71157363879222,36
59.75484003598064,36
59.761573638792214,36
59.80484003598064,36
59.81157363879221,36
59.85484003598064,36
59.86157363879221,36
59.904840035980634,36
59.911573638792206,36
59.95484003598063,36
59.9615736387922,36
60.00484003598063,36
60.0115736387922,36
60.054840035980625,36
60.0615736387922,36
60.10484003598062,36
60.111573638792194,36
60.15484003598062,36
60.16157363879219,36
60.20484003598062,36
60.21157363879219,36
60.254840035980614,36
60.261573638792186,36
60.30484003598061,36
