time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,0,2.0,1126714.0,0.7,4.3,0,-4.0
0.9,1,1.0,1192524.0,0.7,4.3,0,-4.0
1.0,2,2.0,1091654.0,0.7,4.3,0,-4.0
1.9,3,1.0,1119941.0,0.7,4.3,0,-4.0
2.1,4,2.0,814433.0,0.7,4.3,0,-4.0
4.2,5,1.0,1133917.0,1.0,4.3,0,-3.0
6.7,6,2.0,449863.0,1.0,4.3,0,-3.0
7.0,7,1.0,1473304.0,1.0,4.3,0,-3.0
7.8,8,1.0,1174455.0,1.3,4.3,0,-3.0
11.4,9,1.0,1195778.0,1.3,4.3,0,-3.0
12.6,10,2.0,315483.0,2.0,4.7,0,-3.0
13.6,11,1.0,1202409.0,3.5,5.5,0,-2.0
17.0,12,1.0,1232467.0,5.0,5.5,0,-0.0
20.9,13,1.0,1589347.0,5.7,6.3,0,-1.0
25.0,14,1.0,802447.0,6.0,6.7,0,-1.0
29.0,15,1.0,822807.0,7.2,7.6,0,-0.0
33.0,16,2.0,1357077.0,7.9,8.1,0,-0.0
36.9,17,1.0,1115560.0,8.6,8.1,0,0.0
41.0,18,2.0,744943.0,8.9,8.5,0,0.0
44.9,19,2.0,836375.0,9.6,8.9,0,1.0
48.9,20,2.0,698645.0,10.3,8.9,0,1.0
52.9,21,2.0,530505.0,11.8,9.7,0,2.0
56.9,22,2.0,414411.0,13.3,9.7,0,4.0
61.0,23,1.0,2370430.0,14.0,10.5,0,4.0
64.9,24,2.0,391703.0,14.7,10.5,0,4.0
69.0,25,1.0,1579613.0,15.4,10.5,0,5.0
72.9,26,1.0,2466024.0,16.1,10.5,0,6.0
76.9,27,1.0,1606334.0,16.8,10.5,0,6.0
81.0,28,2.0,698088.0,17.5,10.5,0,7.0
84.9,29,1.0,1282251.0,18.2,10.5,0,8.0
89.0,30,1.0,1023007.0,18.9,10.5,0,8.0
92.9,31,2.0,2050111.0,20.4,11.3,0,9.0
96.9,32,1.0,1801321.0,20.7,12.5,0,8.0
101.0,33,2.0,1201040.0,23.7,15.2,0,8.0
104.9,34,2.0,1220453.0,28.7,17.2,0,12.0
109.0,35,1.0,981683.0,30.2,20.7,0,10.0
112.9,36,2.0,2279437.0,30.5,21.9,0,9.0
116.9,37,2.0,2051221.0,31.7,22.8,0,9.0
121.0,38,2.0,2060743.0,32.9,22.8,0,10.0
125.0,39,1.0,1346727.0,33.6,23.3,0,10.0
129.0,40,2.0,1184968.0,34.3,23.3,0,11.0
133.0,41,1.0,547984.0,35.8,24.1,0,12.0
137.0,42,2.0,1227444.0,37.0,24.4,0,13.0
141.0,43,2.0,1516254.0,38.5,24.7,0,14.0
145.0,44,2.0,2001326.0,40.0,24.7,0,15.0
149.0,45,2.0,1238897.0,41.5,24.7,0,17.0
153.0,46,1.0,1814414.0,46.5,28.2,0,18.0
156.9,47,2.0,930253.0,47.2,32.5,0,15.0
161.0,48,2.0,1060007.0,48.7,33.3,0,15.0
164.9,49,2.0,1447190.0,50.2,33.3,0,17.0
168.9,50,2.0,957912.0,51.7,33.3,0,18.0
173.0,51,2.0,417182.0,52.9,33.6,0,19.0
177.0,52,1.0,967575.0,54.4,33.9,0,20.0
181.0,53,1.0,665356.0,55.6,34.2,0,21.0
184.9,54,2.0,1354871.0,57.1,34.5,0,23.0
189.0,55,2.0,854714.0,57.8,35.3,0,22.0
192.9,56,1.0,698821.0,59.3,36.1,0,23.0
197.0,57,2.0,751952.0,60.5,36.4,0,24.0
201.0,58,1.0,1102691.0,61.7,36.4,0,25.0
205.0,59,1.0,710567.0,68.1,38.5,0,30.0
