time,playID,playQuality,buffer_size
1.2,0,1,0
5.2,1,0,4
9.2,2,0,12
13.2,3,0,20
17.2,4,3,24
21.2,5,3,28
25.2,6,0,24
29.2,7,2,28
33.2,8,3,28
37.2,9,3,28
41.2,10,1,24
45.2,11,3,24
49.2,12,3,28
53.2,13,3,28
57.2,14,3,24
61.2,15,3,28
65.2,16,1,24
69.2,17,2,24
73.2,18,1,24
77.2,19,2,28
81.2,20,3,28
85.2,21,6,28
89.2,22,1,28
93.2,23,6,28
97.2,24,1,28
101.2,25,3,28
105.2,26,3,28
109.2,27,6,24
113.2,28,3,28
117.2,29,3,28
121.2,30,3,28
125.2,31,3,24
129.2,32,3,28
133.2,33,2,28
137.2,34,3,28
141.2,35,0,28
145.2,36,3,28
149.2,37,3,28
153.2,38,3,28
157.2,39,3,28
161.2,40,3,28
165.2,41,3,28
169.2,42,3,28
173.2,43,3,28
177.2,44,1,24
181.2,45,1,28
185.2,46,1,24
189.2,47,3,28
193.2,48,1,28
197.2,49,2,28
201.2,50,2,28
205.2,51,3,28
209.2,52,1,28
213.2,53,3,24
217.2,54,1,20
221.2,55,3,16
225.2,56,2,12
229.2,57,1,8
233.2,58,3,4
237.2,59,3,0
