time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,0,8
8.5,2,0,16
12.5,3,2,24
16.5,4,1,24
20.5,5,4,28
24.5,6,3,24
28.5,7,1,28
32.5,8,3,24
36.5,9,3,28
40.5,10,1,24
44.5,11,2,24
48.5,12,2,28
52.5,13,2,28
56.5,14,3,28
60.5,15,3,28
64.5,16,1,28
68.5,17,4,28
72.5,18,3,28
76.5,19,0,24
80.5,20,3,28
84.5,21,6,28
88.5,22,3,28
92.5,23,6,28
96.5,24,6,28
100.5,25,4,28
104.5,26,6,24
108.5,27,6,24
112.5,28,2,24
116.5,29,2,24
120.5,30,3,28
124.5,31,3,24
128.5,32,3,28
132.5,33,3,28
136.5,34,2,24
140.5,35,3,24
144.5,36,3,24
148.5,37,1,28
152.5,38,2,28
156.5,39,1,28
160.5,40,3,28
164.5,41,3,24
168.5,42,1,24
172.5,43,3,24
176.5,44,1,20
180.5,45,0,24
184.5,46,1,28
188.5,47,3,28
192.5,48,2,24
196.5,49,1,24
200.5,50,5,28
204.5,51,6,24
208.5,52,3,28
212.5,53,0,24
216.5,54,3,20
220.5,55,6,16
224.5,56,3,12
228.5,57,1,8
232.5,58,3,4
236.5,59,1,0
