time,playID,playQuality,buffer_size
1.3,0,1,0
5.3,1,0,16
9.3,2,1,24
13.3,3,0,24
17.3,4,3,28
21.3,5,3,24
25.3,6,2,24
29.3,7,3,28
33.3,8,3,28
37.3,9,3,24
41.3,10,2,24
45.3,11,3,24
49.3,12,3,28
53.3,13,3,24
57.3,14,3,28
61.3,15,3,28
65.3,16,2,28
69.3,17,3,28
73.3,18,1,28
77.3,19,0,28
81.3,20,1,28
85.3,21,1,24
89.3,22,1,28
93.3,23,3,24
97.3,24,3,24
101.3,25,3,28
105.3,26,3,24
109.3,27,3,28
113.3,28,1,28
117.3,29,1,28
121.3,30,1,28
125.3,31,0,28
129.3,32,0,28
133.3,33,0,24
137.3,34,0,28
141.3,35,0,24
145.3,36,1,28
149.3,37,1,28
153.3,38,1,28
157.3,39,1,24
161.3,40,1,24
165.3,41,1,20
169.3,42,2,24
173.3,43,1,28
177.3,44,3,28
181.3,45,4,28
185.3,46,4,28
189.3,47,1,28
193.3,48,4,28
197.3,49,5,28
201.3,50,3,28
205.3,51,3,24
209.3,52,3,28
213.3,53,3,24
217.3,54,3,20
221.3,55,4,16
225.3,56,3,12
229.3,57,3,8
233.3,58,3,4
237.3,59,3,0
