time,playID,playQuality,buffer_size
0.4,0,1,0
4.4,1,0,8
8.4,2,1,16
12.4,3,3,20
16.4,4,3,24
20.4,5,6,28
24.4,6,3,24
28.4,7,1,24
32.4,8,3,28
36.4,9,3,24
40.4,10,3,24
44.4,11,1,28
48.4,12,2,24
52.4,13,3,24
56.4,14,3,28
60.4,15,3,24
64.4,16,3,28
68.4,17,1,24
72.4,18,3,24
76.4,19,2,24
80.4,20,2,24
84.4,21,1,28
88.4,22,3,28
92.4,23,3,28
96.4,24,3,28
100.4,25,1,28
104.4,26,3,28
108.4,27,3,28
112.4,28,0,24
116.4,29,1,24
120.4,30,1,24
124.4,31,2,24
128.4,32,3,24
132.4,33,3,24
136.4,34,3,28
140.4,35,4,24
144.4,36,5,28
148.4,37,0,28
152.4,38,3,28
156.4,39,6,28
160.4,40,3,28
164.4,41,3,28
168.4,42,3,28
172.4,43,1,28
176.4,44,1,28
180.4,45,1,24
184.4,46,1,24
188.4,47,3,28
192.4,48,1,24
196.4,49,2,24
200.4,50,2,28
204.4,51,3,28
208.4,52,3,24
212.4,53,2,24
216.4,54,1,20
220.4,55,3,16
224.4,56,0,12
228.4,57,2,8
232.4,58,3,4
236.4,59,3,0
