time,bw1
0.9206182882752639,1180501.3333333333
0.9206182882752639,609792.0
0.9206182882752639,603136.0
2.741489310979061,603136.0
2.741489310979061,767317.3333333334
2.741489310979061,817834.6666666666
2.741489310979061,943786.6666666666
6.000911161844485,943786.6666666666
6.000911161844485,3587413.3333333335
7.533867303758325,3587413.3333333335
7.533867303758325,3586474.6666666665
8.335147977586903,3586474.6666666665
8.335147977586903,3614122.6666666665
9.841855379784194,3614122.6666666665
9.841855379784194,3596970.6666666665
12.967449138830936,3602688.0
12.967449138830936,3596032.0
12.967449138830936,3588352.0
12.967449138830936,3318272.0
12.967449138830936,2707541.3333333335
16.94075201211206,2707541.3333333335
16.94075201211206,2229333.3333333335
16.94075201211206,2396416.0
16.94075201211206,1959253.3333333333
16.94075201211206,2174976.0
16.94075201211206,2082389.3333333333
16.94075201211206,1471914.6666666667
24.97025707242763,2072832.0
24.97025707242763,1797973.3333333333
24.97025707242763,2191189.3333333335
32.9653765322977,4517973.333333333
32.9653765322977,3604821.3333333335
40.95556803693978,3539712.0
40.95556803693978,3624618.6666666665
44.9390774282016,3240021.3333333335
44.9390774282016,3611306.6666666665
44.9390774282016,3543637.3333333335
48.95260890074846,2309546.6666666665
48.95260890074846,1785600.0
48.95260890074846,1627136.0
48.95260890074846,1721600.0
48.95260890074846,2053717.3333333333
48.95260890074846,1715968.0
48.95260890074846,1820928.0
48.95260890074846,2067114.6666666667
56.92813226753449,2097664.0
56.92813226753449,2111061.3333333335
68.95248251952452,2987093.3333333335
68.95248251952452,2259882.6666666665
68.95248251952452,1813248.0
72.95415051277489,1509802.6666666667
72.95415051277489,1565098.6666666667
72.95415051277489,1620480.0
72.95415051277489,1401941.3333333333
76.9299928737309,1557504.0
76.9299928737309,1649066.6666666667
76.9299928737309,1566037.3333333333
76.9299928737309,1683456.0
80.95538556778864,1738837.3333333333
80.95538556778864,1849514.6666666667
80.95538556778864,2184533.3333333335
80.95538556778864,2822997.3333333335
84.95044510352538,2610176.0
84.95044510352538,2610176.0
84.95044510352538,1953536.0
84.95044510352538,2114816.0
88.94923836406538,2226517.3333333335
88.94923836406538,1485909.3333333333
88.94923836406538,1560320.0
88.94923836406538,1179562.6666666667
88.94923836406538,277674.6666666667
88.94923836406538,874154.6666666666
88.94923836406538,874154.6666666666
96.96123968129562,290048.0
96.96123968129562,264277.3333333333
96.96123968129562,771072.0
96.96123968129562,1003946.6666666666
96.96123968129562,1041152.0
96.96123968129562,1504000.0
96.96123968129562,1534549.3333333333
104.93979985134412,2455552.0
104.93979985134412,2391637.3333333335
108.95602082714072,1611946.6666666667
108.95602082714072,1317973.3333333333
108.95602082714072,1415253.3333333333
108.95602082714072,1611861.3333333333
108.95602082714072,1431552.0
112.95059004081352,1431552.0
112.95059004081352,1848576.0
112.95059004081352,2508032.0
112.95059004081352,2039466.6666666667
120.97332457216234,478122.6666666667
120.97332457216234,268117.3333333333
120.97332457216234,106837.33333333333
120.97332457216234,106837.33333333333
120.97332457216234,99242.66666666667
120.97332457216234,610730.6666666666
128.95821269775413,1575594.6666666667
128.95821269775413,877056.0
128.95821269775413,2011733.3333333333
140.955379766761,2460330.6666666665
140.955379766761,2576725.3333333335
148.97371457429142,3112192.0
148.97371457429142,1125120.0
152.93233363587345,528640.0
152.93233363587345,2115754.6666666665
152.93233363587345,2529962.6666666665
152.93233363587345,802560.0
152.93233363587345,1901056.0
156.97013156137174,1901056.0
156.97013156137174,1010602.6666666666
156.97013156137174,2564352.0
164.94333827574062,2109098.6666666665
164.94333827574062,896085.3333333334
164.94333827574062,1117866.6666666667
168.93329552085586,2663680.0
168.93329552085586,1857194.6666666667
168.93329552085586,1595648.0
168.93329552085586,2077610.6666666667
172.94228850098676,2101504.0
172.94228850098676,3033856.0
172.94228850098676,2623488.0
176.95547202913798,989610.6666666666
176.95547202913798,1542229.3333333333
176.95547202913798,1752149.3333333333
176.95547202913798,1794133.3333333333
176.95547202913798,2177792.0
184.97339636855688,2305706.6666666665
184.97339636855688,1878186.6666666667
184.97339636855688,1732096.0
188.95211811155872,1575594.6666666667
188.95211811155872,2113877.3333333335
188.95211811155872,1921109.3333333333
188.95211811155872,1965994.6666666667
188.95211811155872,2216021.3333333335
192.9575399788912,2216021.3333333335
192.9575399788912,2788608.0
192.9575399788912,2861141.3333333335
196.93555473953424,2004138.6666666667
196.93555473953424,2553856.0
196.93555473953424,2077610.6666666667
200.9359034814438,1193898.6666666667
200.9359034814438,2198784.0
200.9359034814438,2205610.6666666665
200.9359034814438,2003200.0
200.9359034814438,1924096.0
204.9437754638496,1924096.0
204.9437754638496,1779882.6666666667
204.9437754638496,1467733.3333333333
204.9437754638496,1714005.3333333333
204.9437754638496,1386666.6666666667
204.9437754638496,1546069.3333333333
