time,playID,playQuality,buffer_size
1.0,0,1,0
5.0,1,0,8
9.0,2,1,16
13.0,3,0,28
17.0,4,3,28
21.0,5,3,24
25.0,6,1,24
29.0,7,1,28
33.0,8,1,24
37.0,9,1,24
41.0,10,3,28
45.0,11,3,24
49.0,12,4,24
53.0,13,3,24
57.0,14,3,24
61.0,15,4,28
65.0,16,1,28
69.0,17,3,28
73.0,18,3,24
77.0,19,1,28
81.0,20,4,28
85.0,21,6,28
89.0,22,1,28
93.0,23,6,28
97.0,24,3,24
101.0,25,3,24
105.0,26,3,28
109.0,27,3,28
113.0,28,3,28
117.0,29,3,28
121.0,30,3,28
125.0,31,3,24
129.0,32,3,24
133.0,33,1,28
137.0,34,1,28
141.0,35,1,28
145.0,36,2,28
149.0,37,2,28
153.0,38,2,24
157.0,39,3,28
161.0,40,1,28
165.0,41,1,28
169.0,42,3,28
173.0,43,3,28
177.0,44,3,28
181.0,45,3,28
185.0,46,1,28
189.0,47,3,28
193.0,48,2,24
197.0,49,3,28
201.0,50,3,28
205.0,51,1,28
209.0,52,1,28
213.0,53,2,24
217.0,54,3,20
221.0,55,3,16
225.0,56,3,12
229.0,57,3,8
233.0,58,3,4
237.0,59,3,0
