time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,0,2.0,832079.0,0.7,4.3,0,-4.0
0.9,1,1.0,1209561.0,0.7,4.3,0,-4.0
1.3,2,2.0,770476.0,0.7,4.3,0,-4.0
1.8,3,1.0,1121255.0,0.7,4.3,0,-4.0
2.8,4,2.0,1350007.0,0.7,4.3,0,-4.0
4.1,5,1.0,1208710.0,1.0,4.3,0,-3.0
5.6,6,2.0,1187801.0,1.0,4.3,0,-3.0
6.7,7,1.0,1255009.0,1.0,4.3,0,-3.0
7.9,8,2.0,880087.0,1.3,4.3,0,-3.0
8.9,9,1.0,1085038.0,1.3,4.3,0,-3.0
11.4,10,1.0,1231000.0,2.0,4.7,0,-3.0
12.9,11,2.0,1291077.0,3.5,5.5,0,-2.0
16.9,12,1.0,1195528.0,5.0,5.5,0,-0.0
20.9,13,1.0,1640412.0,5.7,6.3,0,-1.0
24.9,14,1.0,820333.0,6.4,6.3,0,0.0
28.9,15,2.0,1202081.0,7.6,6.8,0,1.0
32.9,16,2.0,1416016.0,8.3,7.3,0,1.0
36.9,17,2.0,1198958.0,9.0,7.3,0,2.0
40.9,18,2.0,1197521.0,9.0,7.3,0,2.0
40.9,19,1.0,1758527.0,9.7,7.3,0,2.0
44.9,17,1.0,2617429.0,10.4,7.3,0,3.0
48.9,20,1.0,3373543.0,11.1,7.3,0,4.0
52.9,21,1.0,3693940.0,12.6,8.1,0,4.0
56.9,22,2.0,1147657.0,14.1,8.1,0,6.0
60.9,23,1.0,2698852.0,15.3,8.4,0,7.0
64.9,24,1.0,1521636.0,16.5,8.4,0,8.0
68.9,25,2.0,1125063.0,17.7,8.4,0,9.0
72.9,26,1.0,2461130.0,18.4,8.9,0,9.0
76.9,27,1.0,1488467.0,19.9,9.7,0,10.0
80.9,28,1.0,1561822.0,24.9,13.2,0,12.0
84.9,29,1.0,1057137.0,29.9,13.2,0,17.0
88.9,30,2.0,1248127.0,31.4,16.7,0,15.0
92.9,31,1.0,1210575.0,36.4,20.2,0,16.0
96.9,32,2.0,1175150.0,40.4,21.2,0,19.0
100.9,33,2.0,1208795.0,41.9,23.7,0,18.0
104.9,34,1.0,641435.0,43.4,23.7,0,20.0
108.9,35,2.0,760265.0,44.9,23.7,0,21.0
112.9,36,1.0,1014437.0,46.4,23.7,0,23.0
116.9,37,1.0,1286671.0,47.6,24.0,0,24.0
120.9,38,2.0,1568448.0,48.8,24.0,0,25.0
124.9,39,2.0,1088231.0,49.5,24.5,0,25.0
128.9,40,2.0,965767.0,50.2,24.5,0,26.0
132.9,41,2.0,988367.0,50.9,24.5,0,26.0
136.9,42,1.0,369319.0,51.6,24.5,0,27.0
140.9,43,2.0,1067122.0,52.3,24.5,0,28.0
144.9,44,2.0,1241220.0,53.0,24.5,0,28.0
148.9,45,1.0,1501503.0,53.7,24.5,0,29.0
152.9,46,2.0,1196568.0,55.2,25.3,0,30.0
156.9,47,2.0,1648629.0,55.9,26.1,0,30.0
160.9,48,2.0,1708571.0,57.4,26.9,0,30.0
164.9,49,2.0,1522714.0,58.6,27.2,0,31.0
168.9,50,2.0,793578.0,60.1,27.5,0,33.0
172.9,51,1.0,992387.0,60.8,28.3,0,32.0
176.9,52,2.0,1035680.0,61.5,28.3,0,33.0
180.9,53,1.0,644622.0,62.2,28.3,0,34.0
184.9,54,2.0,1646059.0,63.7,29.1,0,35.0
188.9,55,2.0,833603.0,64.9,29.4,0,36.0
192.9,56,2.0,984667.0,66.4,29.7,0,37.0
196.9,57,2.0,841656.0,67.9,29.7,0,38.0
200.9,58,1.0,1145035.0,69.4,29.7,0,40.0
204.9,59,2.0,630499.0,77.3,32.1,0,45.0
