,time,down_id,quality,buffer,path:
0,0.0,2,6,0,2.0
1,5.2,2,0,0,1.0
2,10.8,2,6,8,1.0
3,28.9,5,5,8,2.0
4,37.0,6,2,12,2.0
5,46.7,2,4,16,2.0
6,48.5,4,6,16,1.0
7,54.4,7,1,20,1.0
8,58.4,8,6,24,1.0
9,68.6,6,0,24,2.0
10,70.4,3,0,24,2.0
11,72.3,8,6,28,2.0
12,82.2,5,1,32,1.0
13,84.0,8,2,32,1.0
14,86.7,6,0,32,1.0
15,88.9,2,3,32,1.0
16,97.5,4,5,32,1.0
17,106.7,3,3,32,2.0
18,109.0,6,2,32,1.0
19,109.0,3,5,32,2.0
20,113.0,4,1,32,2.0
21,113.7,1,2,32,2.0
22,115.6,8,2,28,2.0
23,117.1,5,1,32,1.0
24,117.9,5,2,32,2.0
25,119.4,8,1,32,1.0
26,120.3,5,2,28,2.0
27,122.2,6,5,28,1.0
28,124.0,9,6,24,2.0
29,142.1,14,1,12,2.0
30,142.7,13,0,16,2.0
31,143.2,13,2,20,2.0
32,144.8,14,3,16,2.0
33,145.7,15,1,16,2.0
34,146.3,15,4,20,2.0
35,148.5,17,5,16,2.0
36,151.0,14,1,20,2.0
37,151.5,11,2,20,2.0
38,152.8,12,4,24,2.0
39,154.4,11,6,24,1.0
40,155.8,11,5,28,2.0
41,159.5,12,4,28,1.0
42,161.1,14,1,28,2.0
43,161.6,16,0,28,2.0
44,161.9,11,1,28,1.0
45,162.0,12,3,32,2.0
46,162.4,13,1,32,1.0
47,162.9,10,0,32,1.0
48,163.2,13,3,28,1.0
49,163.7,14,3,32,2.0
50,164.6,18,1,32,2.0
51,165.0,17,3,32,1.0
52,167.2,12,2,28,1.0
53,167.2,13,5,28,2.0
54,169.3,15,2,32,1.0
55,173.1,16,6,28,2.0
56,173.4,15,0,28,1.0
57,174.1,14,3,28,1.0
58,176.8,17,1,24,2.0
59,177.0,18,6,24,1.0
60,177.5,19,1,24,2.0
61,178.4,19,2,28,2.0
62,179.9,19,6,24,2.0
63,186.1,17,1,20,2.0
64,186.7,19,3,20,2.0
65,188.6,22,6,16,2.0
66,190.6,21,4,16,1.0
67,191.6,18,4,16,2.0
68,191.9,21,1,20,1.0
69,192.4,19,3,20,1.0
70,193.9,21,5,20,1.0
71,195.2,19,4,16,1.0
72,195.5,25,2,16,2.0
73,197.1,25,4,20,2.0
74,197.7,19,3,20,1.0
75,198.9,21,2,20,1.0
76,199.5,27,4,16,1.0
77,199.7,25,0,16,2.0
78,200.2,23,4,16,2.0
79,201.1,25,4,20,1.0
80,201.7,27,6,24,2.0
81,202.8,26,1,24,1.0
82,203.3,27,4,28,1.0
83,204.7,24,0,28,1.0
84,204.9,21,4,28,2.0
85,204.9,21,4,32,1.0
86,206.1,27,2,32,1.0
87,207.0,21,2,32,1.0
88,207.5,24,0,32,2.0
89,208.1,24,0,32,2.0
90,208.1,27,6,32,1.0
91,208.5,20,4,32,2.0
92,210.1,27,2,32,1.0
93,210.2,21,2,28,2.0
94,210.8,22,6,32,2.0
95,211.0,25,2,32,1.0
96,211.8,21,4,32,1.0
97,212.9,26,0,32,1.0
98,213.2,23,2,32,1.0
99,213.5,24,3,32,2.0
100,213.9,23,5,32,1.0
101,214.5,28,4,28,2.0
102,215.1,29,1,28,1.0
103,216.0,22,3,32,1.0
104,217.1,29,4,32,1.0
105,218.6,23,6,32,2.0
106,220.0,30,2,32,2.0
107,220.5,29,2,32,1.0
108,222.2,24,4,28,2.0
109,222.2,31,6,28,1.0
110,224.3,31,5,32,2.0
111,226.2,25,5,28,1.0
112,227.4,27,5,32,2.0
113,228.3,32,0,32,1.0
114,230.2,28,0,28,1.0
115,230.2,31,5,28,2.0
116,230.6,31,2,32,1.0
117,231.3,26,6,32,2.0
118,231.8,32,4,32,2.0
119,231.8,26,3,32,1.0
120,232.6,31,5,32,2.0
121,232.8,29,6,32,1.0
122,233.4,32,3,32,2.0
123,233.8,27,0,32,2.0
124,234.0,30,4,32,2.0
125,234.8,31,3,28,2.0
126,235.2,27,3,28,2.0
127,235.6,28,6,28,2.0
128,236.8,27,0,28,2.0
129,236.8,33,0,28,1.0
130,237.0,34,6,28,2.0
131,237.1,27,5,32,1.0
132,238.5,30,6,32,2.0
133,238.9,34,2,32,1.0
134,239.9,31,6,32,2.0
135,240.3,35,4,32,1.0
136,240.9,33,3,32,2.0
137,241.4,32,2,32,2.0
138,241.8,31,5,32,2.0
139,242.5,32,5,28,2.0
140,243.3,32,5,28,2.0
141,244.0,35,2,32,1.0
142,244.1,32,4,32,2.0
143,245.2,31,6,32,2.0
144,245.3,32,0,32,1.0
145,245.8,30,0,32,1.0
146,245.9,30,4,32,2.0
147,246.2,35,2,28,1.0
148,246.7,35,5,28,2.0
149,247.7,34,4,28,1.0
150,247.7,33,3,28,2.0
151,248.2,31,6,28,2.0
152,249.1,31,6,28,2.0
153,249.9,30,1,28,2.0
