,time,down_id,quality,buffer,path:
0,0.0,7,4,0,2.0
1,5.2,6,3,0,1.0
2,17.7,4,4,8,2.0
3,27.6,1,3,12,1.0
4,29.4,3,0,16,2.0
5,31.3,3,5,20,2.0
6,41.0,2,5,24,1.0
7,53.2,7,4,24,1.0
8,55.3,9,0,20,2.0
9,57.8,6,1,20,2.0
10,64.4,9,6,16,2.0
11,69.3,7,3,16,1.0
12,77.0,5,1,16,1.0
13,78.6,10,1,20,1.0
14,82.1,12,0,20,1.0
15,83.4,11,1,20,1.0
16,85.6,9,2,24,1.0
17,91.7,9,3,20,1.0
18,98.9,9,6,20,1.0
19,104.6,12,3,20,2.0
20,107.3,13,0,20,2.0
21,107.8,15,1,24,2.0
22,108.6,15,2,28,2.0
23,109.9,14,2,28,2.0
24,110.7,13,1,32,2.0
25,111.5,8,6,32,2.0
26,117.1,13,1,28,2.0
27,118.6,12,5,32,2.0
28,125.5,14,4,24,1.0
29,140.1,17,0,12,2.0
30,140.5,20,5,16,2.0
31,143.2,21,2,12,1.0
32,144.4,18,5,16,2.0
33,147.6,23,1,16,2.0
34,148.2,18,1,20,2.0
35,148.8,16,2,20,2.0
36,149.3,16,3,24,1.0
37,149.9,21,0,28,2.0
38,150.3,19,4,24,2.0
39,153.6,24,1,28,2.0
40,154.1,20,1,28,2.0
41,154.4,18,3,28,1.0
42,154.9,22,5,28,2.0
43,156.0,18,0,28,1.0
44,156.4,25,5,28,1.0
45,157.4,22,3,32,2.0
46,159.0,19,1,28,2.0
47,159.2,24,3,32,1.0
48,160.0,24,5,32,1.0
49,160.0,19,0,32,2.0
50,160.5,20,4,32,2.0
51,161.2,26,5,32,1.0
52,162.6,23,4,32,1.0
53,163.4,21,2,32,2.0
54,163.5,22,6,32,1.0
55,164.4,27,2,32,2.0
56,166.0,28,1,28,2.0
57,166.0,21,6,28,1.0
58,169.9,23,2,28,2.0
59,170.0,27,5,28,1.0
60,171.0,27,5,32,2.0
61,173.4,25,2,32,2.0
62,174.5,30,2,28,2.0
63,175.9,29,5,32,2.0
64,179.4,26,4,28,1.0
65,180.1,31,0,32,2.0
66,182.0,29,1,28,2.0
67,182.8,32,3,32,2.0
68,186.0,27,2,28,2.0
69,186.9,31,3,32,2.0
70,188.3,32,5,32,2.0
71,189.3,33,1,32,1.0
72,190.0,31,4,32,1.0
73,192.3,33,2,32,2.0
74,192.4,31,1,32,1.0
75,193.0,32,6,32,1.0
76,194.5,31,0,28,2.0
77,195.0,32,6,28,2.0
78,195.7,28,4,28,1.0
79,197.9,30,0,28,1.0
80,198.2,29,3,24,1.0
81,199.0,35,3,24,2.0
82,199.3,35,6,24,1.0
83,200.9,35,1,28,2.0
84,201.9,33,0,28,2.0
85,202.4,31,1,24,2.0
86,202.5,30,6,24,1.0
87,203.5,37,3,24,2.0
88,205.4,32,3,24,1.0
89,206.3,38,4,24,2.0
90,206.7,37,2,24,1.0
91,208.0,33,5,24,1.0
92,209.6,34,3,28,2.0
93,210.5,38,3,28,2.0
94,211.5,38,4,28,1.0
95,211.8,34,4,28,2.0
96,213.6,38,6,28,1.0
97,215.6,40,4,24,2.0
98,217.4,40,3,24,1.0
99,218.9,38,0,24,1.0
100,219.2,35,6,24,2.0
101,219.3,35,2,24,1.0
102,220.7,37,2,24,1.0
103,221.9,41,6,24,1.0
104,224.1,42,0,20,2.0
105,224.2,39,2,24,1.0
106,224.5,40,1,28,2.0
107,224.9,39,2,32,1.0
108,225.4,41,0,32,2.0
109,225.7,36,1,32,1.0
110,225.9,42,2,32,2.0
111,226.2,36,2,32,1.0
112,226.9,37,5,32,2.0
113,227.1,40,4,32,1.0
114,229.3,36,5,32,2.0
115,229.4,38,2,32,1.0
116,230.4,44,4,28,1.0
117,230.8,44,2,28,2.0
118,231.3,43,0,32,2.0
119,234.0,41,0,28,2.0
120,234.0,40,2,28,1.0
121,234.2,41,6,32,2.0
122,234.9,38,1,32,2.0
123,235.2,39,1,32,1.0
124,235.2,41,1,32,2.0
125,235.5,42,0,32,2.0
126,235.6,44,1,32,1.0
127,235.7,43,5,32,2.0
128,236.2,45,2,32,1.0
129,236.4,39,5,32,2.0
130,238.0,46,5,28,2.0
131,238.0,40,6,28,1.0
132,241.9,45,0,28,2.0
133,242.0,41,1,28,1.0
134,242.2,47,4,32,2.0
135,245.9,48,4,28,1.0
136,245.9,44,6,28,2.0
137,246.9,44,0,32,2.0
138,247.1,46,1,32,2.0
139,247.4,48,2,32,2.0
140,250.0,46,1,28,2.0
141,250.0,49,2,28,1.0
142,250.3,47,5,32,2.0
143,254.0,47,5,28,1.0
144,254.0,48,0,28,2.0
145,254.2,49,2,32,2.0
146,254.5,50,5,32,2.0
147,257.9,46,3,28,2.0
148,258.0,51,5,28,1.0
149,258.5,49,5,32,2.0
150,259.2,47,3,32,2.0
151,261.9,48,5,28,1.0
152,262.0,49,5,28,2.0
153,263.0,48,4,32,2.0
154,264.2,51,4,32,2.0
155,265.2,50,5,32,2.0
156,265.6,52,4,32,1.0
157,266.4,47,6,28,2.0
158,267.4,48,0,28,2.0
159,267.6,48,3,28,2.0
160,268.4,46,1,28,2.0
161,268.8,49,5,28,2.0
162,268.9,48,0,32,1.0
163,269.2,46,4,32,1.0
164,269.9,52,3,32,2.0
165,270.5,47,4,28,2.0
166,271.3,49,0,28,2.0
167,271.6,49,4,28,2.0
168,271.9,50,1,28,1.0
169,272.5,54,3,28,2.0
170,272.6,51,1,28,1.0
171,273.3,54,4,32,2.0
172,273.3,54,0,32,1.0
173,273.7,47,1,32,1.0
174,274.2,54,6,28,1.0
175,275.2,50,5,28,2.0
176,275.8,50,2,28,2.0
177,276.1,50,0,28,2.0
178,276.3,48,5,28,2.0
179,276.8,50,3,28,1.0
180,277.3,52,1,28,2.0
181,277.6,49,6,28,2.0
182,277.7,53,3,28,1.0
183,278.3,56,5,24,2.0
184,278.7,52,1,28,1.0
185,279.1,55,5,28,1.0
186,279.3,49,5,32,2.0
187,280.0,56,1,32,2.0
188,281.9,51,3,28,1.0
189,282.0,50,3,28,2.0
190,282.3,55,3,32,1.0
191,282.4,57,0,32,2.0
192,282.5,52,5,32,1.0
193,285.9,57,2,28,1.0
194,286.0,53,4,28,2.0
195,286.3,58,4,32,1.0
196,286.9,55,0,32,2.0
197,290.0,57,2,28,1.0
198,290.0,59,4,28,2.0
