,time,down_id,quality,buffer,path:
0,0.0,3,2,0,2.0
1,4.4,8,3,4,2.0
2,5.2,2,3,4,1.0
3,15.2,1,3,12,2.0
4,24.4,5,6,16,2.0
5,27.7,2,6,16,1.0
6,35.5,10,5,12,2.0
7,52.2,11,3,12,1.0
8,57.9,6,3,16,1.0
9,60.5,5,2,20,2.0
10,65.8,8,1,20,2.0
11,66.8,11,3,24,1.0
12,70.5,6,1,24,2.0
13,74.6,6,0,24,1.0
14,75.4,10,1,24,2.0
15,75.9,4,4,24,1.0
16,84.4,8,5,28,1.0
17,88.8,13,0,20,2.0
18,92.7,13,2,20,2.0
19,101.4,12,0,20,1.0
20,103.3,14,5,20,2.0
21,103.3,10,3,24,1.0
22,105.8,11,1,28,2.0
23,107.2,12,3,28,2.0
24,109.3,14,6,28,2.0
25,111.0,10,1,28,2.0
26,111.7,9,6,28,2.0
27,113.8,8,5,28,1.0
28,117.6,10,6,32,2.0
29,139.2,14,5,32,2.0
30,140.9,14,1,32,2.0
31,141.5,10,2,32,2.0
32,143.0,8,4,32,2.0
33,144.7,12,6,32,1.0
34,146.3,11,6,32,2.0
35,150.2,11,3,32,2.0
36,152.0,11,6,32,2.0
37,156.2,13,5,32,2.0
38,158.2,10,2,32,1.0
39,159.5,14,6,32,1.0
40,160.8,12,0,32,1.0
41,161.1,10,3,32,1.0
42,161.8,9,5,32,2.0
43,162.2,9,5,32,1.0
44,165.8,13,0,32,1.0
45,166.3,7,1,32,1.0
46,166.7,13,5,32,2.0
47,167.7,14,4,28,1.0
48,171.5,13,6,32,1.0
49,172.7,12,0,28,2.0
50,173.2,15,5,28,2.0
51,175.7,12,0,28,2.0
52,176.2,15,2,28,2.0
53,177.2,11,4,28,2.0
54,180.6,11,3,24,2.0
55,182.7,11,1,24,2.0
56,183.5,17,0,24,2.0
57,183.9,12,3,24,2.0
58,185.8,19,2,24,2.0
59,187.1,19,6,28,2.0
60,191.0,17,0,24,1.0
61,191.3,18,0,24,1.0
62,191.6,13,4,28,1.0
63,194.6,18,3,24,2.0
64,194.6,16,0,24,1.0
65,194.9,14,2,28,1.0
66,195.6,19,4,28,1.0
67,196.5,21,3,24,2.0
68,197.7,22,3,28,2.0
69,198.1,19,2,28,1.0
70,198.8,19,3,32,2.0
71,199.0,15,3,32,1.0
72,199.8,23,5,28,1.0
73,200.8,17,3,28,2.0
74,200.8,16,5,32,1.0
75,202.2,17,3,32,2.0
76,203.5,23,2,32,1.0
77,204.0,21,0,28,1.0
78,204.2,24,3,28,1.0
79,204.3,18,0,28,2.0
80,204.9,18,1,32,1.0
81,205.0,17,1,32,2.0
82,205.4,20,6,32,1.0
83,206.3,19,3,32,2.0
84,208.9,21,4,28,2.0
85,209.0,19,3,32,1.0
86,209.7,20,2,32,2.0
87,210.5,18,3,32,2.0
88,210.7,19,3,32,1.0
89,211.7,18,1,32,2.0
90,212.1,24,0,28,1.0
91,212.3,20,2,28,1.0
92,212.5,21,3,28,2.0
93,213.3,21,4,28,1.0
94,213.5,19,1,28,2.0
95,214.4,23,4,28,2.0
96,214.6,19,1,28,1.0
97,215.4,25,6,28,1.0
98,216.2,24,4,24,2.0
99,218.4,27,3,24,2.0
100,218.5,22,0,28,1.0
101,218.8,24,6,28,1.0
102,219.6,23,1,32,2.0
103,220.1,25,6,28,2.0
104,220.6,25,0,28,1.0
105,221.0,26,1,28,1.0
106,221.7,26,5,32,1.0
107,223.4,22,5,32,2.0
108,223.7,24,0,32,1.0
109,223.9,25,4,28,1.0
110,225.7,22,6,28,1.0
111,226.1,23,3,28,2.0
112,226.9,22,4,28,2.0
113,227.6,22,2,28,1.0
114,228.3,23,3,24,1.0
115,228.6,28,4,24,2.0
116,228.9,29,3,24,1.0
117,230.2,29,5,28,1.0
118,230.4,26,1,32,2.0
119,230.7,29,4,32,2.0
120,231.5,24,2,32,2.0
121,231.8,30,3,28,2.0
122,232.3,26,2,32,2.0
123,232.8,26,1,32,2.0
124,233.1,29,2,32,2.0
125,233.4,24,2,32,2.0
126,233.7,31,4,32,2.0
127,233.9,28,1,32,1.0
128,235.7,27,2,28,2.0
129,235.7,30,3,28,1.0
130,236.1,28,0,32,2.0
131,236.4,28,3,32,2.0
132,236.9,25,1,32,1.0
133,237.1,29,1,32,2.0
134,237.3,29,5,32,1.0
135,237.5,26,3,32,2.0
136,238.0,25,5,32,2.0
137,239.1,27,2,32,2.0
138,239.5,25,5,32,2.0
139,240.4,30,5,28,2.0
140,241.5,28,4,28,2.0
141,241.5,29,6,28,1.0
142,242.2,28,2,28,2.0
143,242.6,26,6,28,2.0
144,243.2,30,3,28,2.0
145,243.7,32,3,28,2.0
146,244.1,27,1,28,2.0
147,244.5,28,6,28,2.0
148,245.5,34,5,28,2.0
149,246.4,27,2,32,2.0
150,246.7,27,2,32,2.0
151,247.1,34,5,32,2.0
152,247.3,29,5,32,1.0
153,248.0,28,2,28,2.0
154,248.5,35,3,28,2.0
155,249.0,35,6,32,2.0
156,250.0,33,4,32,2.0
157,251.7,31,1,28,1.0
158,251.7,32,0,28,2.0
159,251.9,36,3,32,2.0
160,255.7,30,3,28,2.0
161,255.7,37,4,28,1.0
162,256.2,34,4,32,2.0
163,257.0,34,5,32,2.0
164,258.0,36,0,32,2.0
