,time,down_id,quality,buffer,path:
0,0.0,7,3,0,2.0
1,5.2,5,1,0,1.0
2,6.9,1,2,8,2.0
3,13.0,2,4,12,1.0
4,15.6,4,6,16,2.0
5,28.6,8,0,16,2.0
6,30.8,7,1,20,2.0
7,34.3,2,4,20,2.0
8,42.8,8,6,24,1.0
9,51.8,3,6,20,2.0
10,58.0,4,6,20,1.0
11,70.4,7,3,20,1.0
12,77.6,6,2,20,1.0
13,83.2,7,0,24,1.0
14,84.4,10,5,24,1.0
15,101.3,7,3,28,1.0
16,101.3,9,4,32,2.0
17,107.9,12,4,28,2.0
18,111.4,9,3,28,2.0
19,111.9,10,0,28,1.0
20,112.7,13,2,28,2.0
21,113.7,12,5,24,1.0
22,114.2,12,3,28,2.0
23,116.5,7,2,28,2.0
24,119.4,15,4,24,2.0
25,138.0,15,2,16,2.0
26,139.4,11,6,16,2.0
27,144.5,13,0,20,2.0
28,145.0,12,4,16,2.0
29,146.7,19,4,16,1.0
30,148.1,17,0,16,2.0
31,148.4,19,5,20,2.0
32,152.7,20,6,16,2.0
33,155.9,19,2,20,2.0
34,156.2,14,6,20,1.0
35,157.8,19,0,20,2.0
36,158.0,18,1,24,1.0
37,158.4,21,0,20,2.0
38,158.6,21,6,24,1.0
39,158.9,18,5,28,2.0
40,160.0,18,0,28,1.0
41,160.3,22,4,28,1.0
42,161.7,16,4,32,1.0
43,162.5,18,5,28,2.0
44,163.8,21,0,32,1.0
45,164.1,16,5,32,1.0
46,166.6,23,5,28,2.0
47,168.4,22,3,32,2.0
48,168.8,17,5,32,1.0
49,169.8,24,6,32,2.0
50,172.2,21,5,32,2.0
51,173.9,18,4,32,2.0
52,176.5,26,3,28,2.0
53,177.7,23,6,32,2.0
54,179.1,25,2,28,2.0
55,180.2,24,4,32,2.0
56,182.3,27,5,28,2.0
57,184.3,27,5,32,2.0
58,185.5,24,5,32,1.0
59,186.4,23,5,28,2.0
60,187.6,29,4,28,2.0
61,189.2,26,4,28,1.0
62,191.1,29,0,24,1.0
63,191.5,23,2,28,1.0
64,191.6,26,0,28,2.0
65,192.1,25,4,28,2.0
66,192.2,26,2,28,1.0
67,193.2,23,3,28,1.0
68,193.9,29,2,28,1.0
69,195.0,26,2,24,1.0
70,195.6,24,1,24,2.0
71,195.9,29,0,24,1.0
72,196.2,26,3,24,1.0
73,196.4,30,2,24,2.0
74,197.0,26,1,24,1.0
75,197.5,27,5,24,1.0
76,198.2,30,2,24,2.0
77,198.9,26,0,24,1.0
78,199.2,29,6,24,1.0
79,199.6,32,3,24,2.0
80,201.3,26,5,28,2.0
81,203.0,32,1,24,1.0
82,203.6,29,0,24,1.0
83,203.8,29,1,24,1.0
84,204.4,30,6,24,1.0
85,204.5,32,2,24,2.0
86,207.1,32,0,20,2.0
87,207.7,33,1,20,2.0
88,208.2,27,4,20,1.0
89,208.8,31,5,24,2.0
90,210.2,30,3,20,1.0
91,210.4,31,4,24,2.0
92,211.5,28,1,24,1.0
93,212.1,35,1,28,1.0
94,212.7,34,0,32,1.0
95,212.9,34,6,32,2.0
96,214.0,30,6,28,1.0
97,217.9,32,1,32,2.0
98,218.5,36,5,28,1.0
99,218.8,30,6,28,2.0
100,221.6,36,0,32,1.0
101,222.0,36,1,32,1.0
102,222.6,33,2,28,1.0
103,223.5,34,1,28,2.0
104,223.8,37,4,28,1.0
105,224.6,36,0,28,2.0
106,225.0,32,0,28,2.0
107,225.6,34,1,28,2.0
108,225.8,34,3,32,1.0
109,226.5,34,0,28,2.0
110,226.9,34,6,28,2.0
111,227.0,37,4,28,1.0
112,229.2,39,6,28,1.0
113,229.8,38,5,28,2.0
114,230.7,33,2,28,1.0
115,231.2,37,4,32,2.0
116,231.8,35,2,32,2.0
117,232.0,39,6,32,1.0
118,232.1,39,6,32,2.0
119,232.7,39,4,32,2.0
120,233.3,39,5,32,2.0
121,233.3,40,4,32,1.0
122,233.7,40,3,32,2.0
123,234.1,34,4,32,2.0
124,234.9,38,1,32,2.0
125,235.2,41,5,32,2.0
126,235.7,34,0,32,1.0
127,238.0,35,0,28,1.0
128,238.0,40,1,28,2.0
129,238.4,36,3,32,2.0
130,238.5,38,6,32,1.0
131,239.0,35,1,32,2.0
132,239.4,41,0,32,2.0
133,239.6,40,3,32,2.0
134,240.1,40,3,32,2.0
135,240.7,38,1,32,2.0
136,241.0,41,2,32,2.0
137,241.4,37,2,32,2.0
138,241.7,41,3,32,2.0
139,242.0,38,3,32,1.0
140,242.1,36,1,28,2.0
141,242.4,40,2,28,2.0
142,242.8,39,3,28,2.0
143,243.1,39,5,28,2.0
144,243.6,37,1,28,2.0
145,244.0,42,3,28,2.0
146,244.0,42,2,28,1.0
147,244.4,41,6,32,2.0
148,244.9,39,1,32,1.0
149,245.3,43,2,32,2.0
150,245.5,38,3,32,1.0
151,246.0,43,5,28,2.0
152,246.6,39,0,32,2.0
153,246.8,40,2,32,2.0
154,247.2,37,6,32,2.0
155,247.2,38,5,32,1.0
156,248.0,44,2,32,2.0
157,250.0,40,6,28,2.0
158,250.1,40,4,32,1.0
159,251.0,39,0,32,2.0
160,251.2,39,4,32,2.0
161,251.7,41,4,32,2.0
162,252.3,41,0,32,2.0
163,252.5,41,4,32,2.0
164,252.6,44,2,32,1.0
165,253.2,41,5,32,2.0
166,253.9,41,0,32,2.0
167,254.1,42,1,28,2.0
168,254.4,43,1,28,2.0
169,254.5,46,5,28,1.0
170,254.6,40,3,28,2.0
171,255.1,39,2,28,2.0
172,255.4,45,3,28,2.0
173,255.9,39,3,32,2.0
174,256.2,42,1,32,2.0
175,256.5,46,5,32,2.0
176,258.0,47,4,28,2.0
177,262.0,41,6,28,2.0
178,262.0,48,2,28,1.0
179,266.0,44,5,28,1.0
180,266.0,48,5,28,2.0
181,267.5,43,1,32,2.0
182,267.9,45,6,32,2.0
183,269.5,45,4,32,1.0
184,269.8,43,5,32,2.0
185,270.6,44,6,28,2.0
186,272.1,44,4,28,2.0
