reward_quality,smooth_penalty,rebuf_penalty,sum_reward
213.3,37.9,68.00000000000028,107.39999999999972,125.45156249999978
256.2,27.4,80.75000000000047,148.0499999999995,125.684536082474
167.3,47.3,116.750000000001,3.2499999999990195,124.4352040816324
163.5,50.7,48.25000000000001,64.54999999999998,123.83030303030279
206.2,58.2,11.999999999999998,136.0,123.95199999999976
212.8,25.1,20.999999999999964,166.70000000000005,124.37524752475224
254.4,35.2,80.50000000000047,138.69999999999953,124.25594059405915
214.7,20.4,31.99999999999993,162.30000000000007,124.51039603960372
251.0,20.6,82.5000000000005,147.89999999999952,125.86188118811859
186.5,60.6,52.250000000000064,73.64999999999995,125.15544554455423
264.1,20.6,18.99999999999997,224.50000000000006,127.32277227722751
258.9,20.3,125.75000000000111,112.84999999999886,127.40099009900966
225.1,24.5,12.749999999999995,187.85,127.80891089108889
219.0,44.8,155.50000000000153,18.699999999998454,127.34851485148492
256.6,20.9,48.500000000000014,187.2,128.2549504950493
211.0,22.2,20.999999999999964,167.80000000000004,128.75841584158394
239.7,31.8,90.25000000000061,117.64999999999937,129.58663366336611
229.8,25.2,135.75000000000125,68.84999999999877,128.82128712871264
250.9,23.1,113.50000000000094,114.29999999999907,129.1732673267324
256.6,18.6,25.49999999999995,212.50000000000009,130.50099009900964
212.2,46.8,31.24999999999993,134.15000000000003,131.73069306930668
194.7,51.0,78.25000000000044,65.44999999999955,130.8663366336631
258.5,27.2,45.49999999999997,185.80000000000004,131.60792079207894
219.9,45.8,55.750000000000114,118.34999999999991,132.45297029702942
243.0,34.7,66.25000000000026,142.04999999999976,132.73712871287103
219.1,47.1,10.000000000000004,162.0,134.127227722772
192.7,48.6,57.50000000000014,86.59999999999985,133.25792079207898
232.9,40.2,13.499999999999993,179.2,133.1707920792077
195.4,48.1,48.500000000000014,98.8,132.0737623762374
263.3,21.2,15.249999999999986,226.85000000000002,132.71683168316807
236.4,23.8,49.75000000000003,162.84999999999997,132.99900990098988
221.2,22.5,92.50000000000064,106.19999999999935,133.20792079207897
215.4,42.6,28.99999999999994,143.80000000000007,133.68811881188094
233.3,28.6,107.75000000000085,96.94999999999916,132.98168316831658
254.8,12.9,0.0,241.9,133.71386138613835
229.0,27.6,22.49999999999996,178.90000000000003,134.83762376237598
256.1,27.6,25.99999999999995,202.50000000000009,134.82376237623737
265.9,27.1,95.50000000000068,143.2999999999993,135.21881188118786
254.2,30.9,8.000000000000004,215.29999999999998,135.5084158415839
227.9,39.4,195.99999999999957,-7.499999999999574,134.44603960396017
236.3,29.5,116.25000000000098,90.54999999999903,133.63168316831658
220.4,29.1,72.25000000000036,119.04999999999966,133.67128712871263
206.4,37.4,109.00000000000087,59.99999999999913,133.93019801980176
241.2,24.7,51.50000000000006,164.99999999999994,133.87326732673247
242.1,21.8,70.00000000000033,150.29999999999967,135.31089108910868
276.8,21.2,5.750000000000002,249.85000000000002,136.18465346534632
248.6,26.0,29.249999999999936,193.35000000000005,137.03861386138593
227.2,33.2,78.75000000000045,115.24999999999955,137.23366336633643
267.4,19.6,65.50000000000026,182.29999999999973,138.31980198019784
221.2,42.5,71.50000000000034,107.19999999999965,137.56138613861364
212.8,28.5,113.25000000000094,71.04999999999907,136.94455445544534
280.0,17.2,51.00000000000005,211.79999999999995,137.8940594059404
272.6,17.6,40.74999999999991,214.2500000000001,138.5148514851483
249.8,37.9,59.00000000000016,152.89999999999984,139.0009900990097
237.3,32.9,84.25000000000053,120.14999999999948,138.70445544554434
