,time,down_id,quality,buffer,path:
0,0.0,1,0,0,2.0
1,1.4,6,0,4,2.0
2,2.6,1,0,8,2.0
3,3.6,1,0,8,2.0
4,4.7,1,0,8,2.0
5,5.2,2,3,8,1.0
6,7.7,5,5,12,2.0
7,21.0,2,0,12,2.0
8,23.2,6,6,16,2.0
9,27.7,3,0,12,1.0
10,34.3,4,4,16,1.0
11,43.9,4,0,16,1.0
12,44.7,5,0,12,1.0
13,45.4,5,0,12,1.0
14,46.1,5,0,12,1.0
15,46.7,7,3,12,1.0
16,51.4,6,0,12,1.0
17,52.0,7,0,8,2.0
18,52.3,7,0,8,1.0
19,53.0,7,0,8,1.0
20,53.9,13,0,8,1.0
21,54.1,7,0,8,2.0
22,54.8,8,2,12,1.0
23,56.4,8,0,8,2.0
24,59.8,8,0,12,2.0
25,62.7,9,0,8,1.0
26,63.2,9,0,8,2.0
27,64.4,12,1,12,1.0
28,65.0,10,0,8,2.0
29,67.3,10,0,12,2.0
30,67.9,10,0,16,1.0
31,69.3,17,2,12,1.0
32,69.7,17,4,12,2.0
33,74.3,11,0,16,1.0
34,75.6,11,0,20,1.0
35,77.2,15,5,16,1.0
36,86.0,15,3,12,1.0
37,91.6,14,0,12,1.0
38,93.5,18,1,16,1.0
39,95.5,15,0,16,1.0
40,96.0,15,0,16,2.0
41,96.9,18,0,16,1.0
42,97.8,18,0,12,1.0
43,98.5,16,0,12,2.0
44,98.8,16,0,12,1.0
45,100.2,16,0,16,1.0
46,100.8,16,0,16,2.0
47,101.6,17,0,12,1.0
48,102.5,17,0,12,2.0
49,103.2,17,0,12,1.0
50,103.5,17,0,12,2.0
51,104.1,17,0,12,1.0
52,104.2,17,0,12,2.0
53,104.7,17,0,12,2.0
54,105.2,17,0,12,2.0
55,105.6,18,0,8,1.0
56,105.7,21,4,8,2.0
57,107.0,18,1,8,1.0
58,108.0,18,0,12,2.0
59,108.5,24,2,12,2.0
60,109.5,18,0,16,2.0
61,110.0,19,0,12,2.0
62,110.4,19,0,16,2.0
63,110.9,19,0,16,2.0
64,111.3,20,3,16,2.0
65,112.6,19,0,20,2.0
66,112.8,19,0,20,1.0
67,113.0,22,1,20,2.0
68,113.7,20,4,20,2.0
69,113.9,27,1,20,1.0
70,116.5,20,0,24,1.0
71,118.2,24,4,20,1.0
72,118.3,21,0,20,2.0
73,118.9,26,1,20,2.0
74,121.9,22,2,20,2.0
75,125.6,24,5,16,2.0
