,time,down_id,quality,buffer,path:
0,0.0,1,0,0,2.0
1,1.4,2,1,4,2.0
2,3.8,1,0,8,2.0
3,5.0,1,0,8,2.0
4,5.2,1,0,8,1.0
5,7.9,1,5,12,2.0
6,10.3,5,4,8,1.0
7,33.6,3,0,4,2.0
8,34.4,4,5,8,1.0
9,35.0,3,0,12,2.0
10,35.9,8,4,8,2.0
11,44.5,7,6,12,1.0
12,53.6,6,0,8,2.0
13,55.7,6,0,12,2.0
14,58.5,14,2,8,2.0
15,64.5,7,0,12,2.0
16,65.1,10,5,16,1.0
17,66.7,15,6,12,2.0
18,82.6,9,0,12,1.0
19,84.0,9,0,16,1.0
20,85.0,10,0,12,1.0
21,85.7,12,2,12,1.0
22,92.1,11,0,12,1.0
23,93.2,11,0,16,2.0
24,94.4,11,0,20,1.0
25,95.4,12,4,16,1.0
26,96.7,12,0,16,2.0
27,99.8,13,0,12,2.0
28,101.9,16,2,16,2.0
29,105.0,14,0,16,2.0
30,105.5,14,0,16,2.0
31,105.9,14,0,16,2.0
32,106.4,15,0,12,2.0
33,107.0,18,3,12,2.0
34,108.8,15,0,16,2.0
35,109.2,21,5,16,2.0
36,110.9,16,0,16,2.0
37,111.3,16,0,16,2.0
38,111.6,16,0,16,2.0
39,112.0,23,6,16,2.0
40,113.1,16,0,20,2.0
41,113.3,16,0,20,1.0
42,113.5,16,0,20,2.0
43,114.0,16,0,20,2.0
44,114.2,16,0,20,1.0
45,114.6,17,0,16,2.0
46,115.1,17,0,20,2.0
47,115.5,17,0,20,2.0
48,115.7,17,0,20,1.0
49,115.9,17,0,20,2.0
50,116.6,17,0,20,2.0
51,117.3,17,0,20,1.0
52,117.4,17,0,20,2.0
53,117.9,17,0,20,2.0
54,118.6,18,0,16,2.0
55,118.7,18,0,16,1.0
56,119.3,18,0,16,2.0
57,120.0,23,1,16,1.0
58,121.0,18,0,16,1.0
59,121.1,18,0,16,2.0
60,122.2,25,3,16,2.0
61,122.9,22,4,12,1.0
62,132.0,19,5,16,2.0
63,142.6,19,0,20,2.0
64,143.1,26,0,16,2.0
65,143.6,20,0,20,2.0
66,144.1,20,0,24,2.0
67,144.2,20,0,28,1.0
68,144.6,27,6,28,2.0
69,146.5,20,0,28,1.0
70,146.6,21,0,28,2.0
71,147.0,26,2,28,2.0
72,148.1,21,0,28,2.0
73,148.4,21,0,28,2.0
74,148.8,24,5,28,2.0
75,149.1,21,0,28,1.0
76,150.2,21,0,32,2.0
77,150.5,21,0,32,1.0
78,150.6,22,0,28,2.0
79,151.1,25,0,28,2.0
80,151.4,22,0,28,2.0
81,151.7,22,0,28,1.0
82,151.8,23,0,28,2.0
83,152.2,22,0,28,2.0
84,152.5,26,1,28,2.0
85,152.9,22,0,28,1.0
86,153.2,22,0,28,2.0
87,153.5,22,0,28,1.0
88,153.6,29,6,28,2.0
89,154.0,27,4,28,1.0
90,156.4,26,4,24,1.0
91,158.7,24,0,20,1.0
92,159.0,24,0,20,1.0
93,159.2,25,4,20,1.0
94,159.3,24,0,24,2.0
95,159.7,24,0,24,2.0
96,160.2,24,0,24,2.0
97,160.6,28,3,24,2.0
98,161.2,24,0,24,1.0
99,161.4,24,0,24,1.0
100,161.6,24,0,24,1.0
101,161.8,24,0,24,1.0
102,162.0,24,0,24,1.0
103,162.2,24,0,28,2.0
104,162.2,25,2,28,1.0
105,162.6,26,1,24,2.0
106,162.9,32,3,24,1.0
107,163.3,28,4,24,2.0
108,164.2,25,0,28,1.0
109,164.6,25,0,28,1.0
110,165.0,25,0,28,1.0
111,165.3,25,0,28,1.0
112,165.6,26,4,28,1.0
113,167.3,33,0,24,2.0
114,167.9,26,0,28,2.0
115,168.5,32,0,28,2.0
116,168.7,26,0,28,1.0
117,169.0,26,0,28,2.0
118,169.5,26,0,28,1.0
119,169.6,26,0,28,2.0
120,170.1,26,0,28,2.0
121,170.7,28,3,24,2.0
122,171.1,27,0,24,1.0
123,171.9,27,0,24,1.0
124,172.8,27,0,24,2.0
125,173.2,27,0,24,2.0
126,173.4,29,0,24,1.0
127,173.6,27,0,24,2.0
128,174.1,27,0,24,2.0
129,174.2,27,0,24,1.0
130,174.5,31,3,24,2.0
131,175.1,28,0,20,1.0
132,175.9,28,0,24,2.0
133,176.1,28,0,24,1.0
134,176.3,28,0,24,2.0
135,176.7,28,0,24,2.0
136,177.2,28,0,24,2.0
137,177.7,29,6,24,2.0
138,183.2,30,0,16,2.0
139,183.5,30,0,16,1.0
140,183.7,32,1,20,2.0
141,184.6,30,0,20,2.0
142,185.2,30,0,20,2.0
143,185.6,30,0,20,1.0
144,185.6,30,0,20,2.0
145,186.1,37,0,20,2.0
146,186.4,30,0,24,2.0
147,186.9,31,0,20,2.0
148,187.3,35,3,20,2.0
149,187.7,32,3,20,1.0
150,189.4,31,0,24,2.0
151,189.4,31,0,24,1.0
152,189.8,31,0,24,1.0
153,189.9,31,0,24,2.0
154,190.1,31,0,24,1.0
155,190.4,31,0,24,1.0
156,190.4,31,2,24,2.0
157,190.7,32,0,20,1.0
158,191.1,32,0,20,1.0
159,191.4,32,0,20,1.0
160,191.8,39,3,20,1.0
161,191.9,32,0,20,2.0
162,192.5,32,0,20,2.0
163,192.6,32,0,24,1.0
164,193.0,32,0,24,1.0
165,193.2,32,0,24,2.0
166,193.4,32,0,24,1.0
167,193.7,32,0,24,1.0
168,193.8,32,0,24,2.0
169,194.1,39,4,24,1.0
170,194.4,36,5,24,2.0
171,195.5,33,0,20,1.0
172,195.9,33,0,20,1.0
173,196.2,33,0,20,1.0
174,196.5,37,6,20,1.0
175,198.4,33,0,24,2.0
176,198.7,34,0,20,1.0
177,198.9,34,0,20,2.0
178,199.0,34,0,24,1.0
179,199.3,34,0,24,1.0
180,199.3,34,0,24,2.0
181,199.6,34,0,24,1.0
182,199.8,34,0,24,2.0
183,199.9,41,0,24,1.0
184,200.1,34,0,28,1.0
185,200.3,34,0,28,2.0
186,200.5,41,3,28,1.0
187,200.8,34,0,28,2.0
188,201.3,34,0,28,2.0
189,201.5,34,0,28,1.0
190,201.8,38,4,28,1.0
191,201.8,41,4,28,2.0
192,203.8,42,3,28,1.0
193,204.6,35,0,32,1.0
194,204.9,35,0,32,1.0
195,205.2,35,0,32,1.0
196,205.6,36,2,32,1.0
197,206.0,35,0,32,2.0
198,206.6,36,0,28,1.0
