,time,down_id,quality,buffer,path:
0,0.0,4,1,0,2.0
1,2.3,2,2,4,2.0
2,5.2,1,0,4,1.0
3,8.1,4,4,12,2.0
4,10.3,3,2,16,1.0
5,21.8,3,0,8,2.0
6,23.9,10,3,12,2.0
7,27.7,4,0,8,1.0
8,31.6,8,1,4,1.0
9,32.5,5,0,8,2.0
10,33.8,6,0,12,2.0
11,35.1,6,0,12,2.0
12,36.0,6,0,12,2.0
13,37.0,6,0,12,2.0
14,37.7,11,0,16,1.0
15,40.1,7,0,16,1.0
16,40.4,8,3,16,2.0
17,41.7,7,0,20,1.0
18,42.7,8,0,16,1.0
19,43.6,8,0,16,1.0
20,44.6,15,5,16,1.0
21,49.1,10,1,12,2.0
22,51.6,9,0,16,1.0
23,52.5,9,0,20,1.0
24,53.2,10,0,16,1.0
25,53.9,12,5,16,2.0
26,54.1,10,0,16,1.0
27,55.0,10,5,16,1.0
28,75.6,12,0,8,1.0
29,77.2,13,0,12,1.0
30,78.4,13,0,12,1.0
31,80.3,13,0,12,1.0
32,81.6,14,0,8,1.0
33,82.4,14,0,12,1.0
34,83.3,15,5,12,1.0
35,93.7,16,0,4,2.0
36,94.2,21,5,4,1.0
37,96.5,16,0,8,2.0
38,99.3,17,0,4,2.0
39,99.8,17,0,8,1.0
40,101.1,17,0,12,1.0
41,101.2,18,0,8,2.0
42,102.4,19,2,8,1.0
43,102.7,18,0,12,2.0
44,103.7,18,0,12,2.0
45,104.3,24,5,12,2.0
46,106.9,19,0,12,2.0
47,107.5,21,6,16,2.0
48,109.4,20,0,12,2.0
49,109.9,27,5,16,2.0
50,111.4,20,0,16,1.0
51,111.8,20,0,20,2.0
52,112.2,26,4,20,2.0
53,113.5,21,0,16,1.0
54,114.1,21,0,20,2.0
55,114.4,21,0,20,1.0
56,114.7,21,0,20,2.0
57,115.2,21,0,20,2.0
58,115.6,21,4,20,2.0
59,115.6,28,3,20,1.0
60,118.3,22,0,16,2.0
61,118.9,22,0,20,2.0
62,120.2,22,0,20,2.0
63,121.5,24,4,16,2.0
64,123.3,30,3,20,1.0
65,135.3,23,0,20,2.0
66,137.4,23,0,24,2.0
67,138.2,29,1,20,2.0
68,139.3,26,1,24,2.0
69,140.1,24,0,24,2.0
70,140.5,28,6,24,2.0
71,141.8,25,0,24,1.0
72,143.8,32,2,28,1.0
73,144.5,25,0,28,2.0
74,144.9,25,0,28,2.0
75,145.3,25,0,28,2.0
76,145.7,26,0,24,2.0
77,146.2,26,6,24,2.0
78,148.2,26,3,24,2.0
79,149.2,28,5,24,2.0
80,152.0,27,0,24,1.0
81,152.5,27,0,24,2.0
82,152.9,27,5,24,2.0
83,153.2,28,4,24,1.0
84,154.7,28,0,20,2.0
85,155.1,35,5,20,2.0
86,157.2,30,2,20,1.0
87,158.6,29,0,16,1.0
88,158.9,29,0,16,1.0
89,159.3,29,0,16,1.0
90,159.7,30,1,16,1.0
91,160.2,29,0,20,2.0
92,160.3,29,6,20,1.0
93,160.7,29,0,20,2.0
94,161.2,29,0,20,2.0
95,161.6,35,2,16,2.0
96,162.9,30,0,16,2.0
97,163.4,30,0,16,2.0
98,163.8,30,0,16,1.0
99,163.9,35,1,16,2.0
100,164.2,30,1,16,1.0
101,164.9,30,0,16,2.0
102,165.1,31,6,16,1.0
103,165.5,33,1,12,2.0
104,166.7,31,0,16,2.0
105,167.3,31,0,20,2.0
106,167.9,36,6,20,2.0
107,170.0,32,0,16,1.0
108,171.4,32,0,16,1.0
109,172.2,35,1,20,2.0
110,172.9,32,0,20,1.0
111,173.3,38,2,20,2.0
112,173.8,36,6,16,1.0
113,174.6,33,0,20,2.0
114,175.0,33,0,20,2.0
115,175.5,39,6,20,2.0
116,177.1,33,0,24,2.0
117,177.6,38,3,20,2.0
118,179.2,34,0,20,2.0
119,179.7,34,0,24,2.0
120,180.1,38,3,24,2.0
121,182.1,35,0,20,2.0
