,time,down_id,quality,buffer,path:
0,0.0,3,3,0,2.0
1,5.2,2,4,0,1.0
2,7.2,2,1,8,2.0
3,12.9,5,5,12,2.0
4,24.9,1,0,16,2.0
5,26.8,1,0,20,2.0
6,28.3,2,3,16,2.0
7,35.8,8,2,8,2.0
8,41.2,9,0,8,1.0
9,42.6,8,1,12,1.0
10,44.2,4,0,16,2.0
11,44.7,4,0,16,1.0
12,45.3,4,0,20,2.0
13,45.5,11,5,16,1.0
14,46.8,12,4,16,2.0
15,58.5,7,3,16,1.0
16,67.7,10,0,20,1.0
17,68.3,9,0,24,2.0
18,69.1,11,6,28,1.0
19,70.4,6,0,28,2.0
20,72.3,7,2,32,2.0
21,86.6,11,5,16,1.0
22,91.3,13,0,12,2.0
23,94.4,19,2,12,2.0
24,103.7,14,0,8,2.0
25,104.2,19,0,12,2.0
26,104.8,21,5,8,2.0
27,107.3,15,0,12,2.0
28,107.8,18,0,16,2.0
29,108.3,15,3,20,2.0
30,108.4,16,2,16,1.0
31,109.6,17,1,16,2.0
32,110.4,16,0,20,2.0
33,110.8,16,0,24,2.0
34,111.2,16,0,24,2.0
35,111.6,23,4,24,2.0
36,112.7,17,2,24,2.0
37,113.7,20,1,24,2.0
38,114.9,23,3,28,2.0
39,115.8,18,1,28,2.0
40,115.9,19,5,28,1.0
41,117.2,20,3,24,2.0
42,121.9,24,0,20,2.0
43,123.5,25,5,24,2.0
44,139.5,26,0,16,2.0
45,140.0,29,4,20,2.0
46,143.5,26,0,24,2.0
47,144.0,28,2,24,2.0
48,145.4,29,0,28,2.0
49,145.9,26,6,28,2.0
50,147.9,26,4,28,2.0
51,149.7,22,0,28,2.0
52,150.1,28,6,32,2.0
53,151.9,27,1,28,1.0
54,153.5,30,5,28,2.0
55,153.6,27,6,32,1.0
56,156.1,30,6,28,1.0
57,157.4,30,5,32,2.0
58,160.3,27,4,28,1.0
59,161.7,29,0,28,1.0
60,162.0,32,1,28,1.0
61,162.0,27,2,28,2.0
62,162.4,33,6,28,1.0
63,162.9,27,4,28,2.0
64,165.3,27,3,28,2.0
65,165.7,28,3,32,1.0
66,166.8,29,2,28,2.0
67,168.2,31,3,28,1.0
68,168.7,32,6,28,2.0
69,172.3,30,5,28,1.0
70,172.8,28,6,28,2.0
71,176.3,36,3,24,2.0
72,177.6,31,3,28,2.0
73,179.1,34,4,24,2.0
74,182.8,33,1,24,2.0
75,183.7,36,5,24,2.0
76,186.8,32,4,20,2.0
77,189.6,39,3,20,1.0
78,190.3,39,2,16,2.0
79,190.4,37,4,20,1.0
80,191.4,37,0,20,2.0
81,191.9,38,6,24,2.0
82,192.8,37,5,24,1.0
83,195.4,34,5,20,1.0
84,197.1,34,4,24,2.0
85,198.2,40,4,20,1.0
86,200.0,35,5,24,1.0
87,200.7,37,1,24,2.0
88,201.6,35,1,24,2.0
89,202.6,37,5,28,2.0
90,203.1,38,5,24,1.0
91,205.5,42,2,24,1.0
