,time,down_id,quality,buffer,path:
0,0.0,1,0,0,2.0
1,1.4,1,0,4,2.0
2,2.6,1,0,4,2.0
3,3.6,1,0,4,2.0
4,4.7,1,0,4,2.0
5,5.2,1,0,4,1.0
6,7.6,1,0,8,2.0
7,9.7,2,0,4,2.0
8,10.3,3,5,4,1.0
9,12.9,2,0,8,2.0
10,15.2,3,0,4,2.0
11,17.0,3,0,8,2.0
12,18.9,4,0,4,2.0
13,20.9,4,0,8,2.0
14,22.4,8,4,4,2.0
15,36.3,5,0,8,2.0
16,37.0,5,0,12,2.0
17,39.6,6,0,8,2.0
18,43.2,6,0,12,2.0
19,44.9,7,0,8,2.0
20,46.0,7,0,8,1.0
21,46.3,7,0,12,2.0
22,46.9,7,0,12,1.0
23,48.0,15,2,8,1.0
24,48.1,8,0,8,2.0
25,49.8,8,0,8,2.0
26,50.5,15,6,12,1.0
27,51.8,9,0,8,2.0
28,54.0,9,0,12,2.0
29,56.4,10,0,8,2.0
30,60.3,13,6,12,2.0
31,60.3,11,0,8,1.0
32,62.7,11,0,12,1.0
33,64.5,12,0,8,1.0
34,65.9,12,0,12,1.0
35,67.5,12,0,12,1.0
36,69.0,13,0,8,1.0
37,70.8,13,0,12,1.0
38,72.3,14,0,8,1.0
39,73.5,14,0,12,1.0
40,74.3,14,0,12,1.0
41,75.2,14,0,12,1.0
42,76.0,14,0,12,1.0
43,77.2,15,0,8,1.0
44,78.0,15,0,8,1.0
45,79.3,15,0,8,1.0
46,80.7,21,6,4,1.0
47,85.5,16,0,8,1.0
48,86.1,16,0,12,1.0
49,86.7,23,0,8,1.0
50,88.2,17,0,12,1.0
51,89.9,17,0,16,1.0
52,91.8,18,0,12,1.0
53,94.1,18,0,16,1.0
54,94.9,19,0,12,1.0
55,95.9,19,0,16,1.0
56,97.6,23,0,16,1.0
57,98.4,20,0,12,1.0
58,99.8,20,0,16,1.0
59,101.5,20,0,16,1.0
60,103.4,21,0,12,1.0
61,104.4,21,0,12,1.0
62,104.8,21,0,12,2.0
63,105.3,21,0,12,2.0
64,105.7,21,0,12,1.0
65,105.8,21,0,12,2.0
66,106.4,22,0,8,2.0
67,106.9,22,0,12,2.0
68,107.0,22,0,12,1.0
69,107.4,22,0,12,2.0
70,107.9,22,0,12,2.0
71,108.3,22,0,12,2.0
72,108.8,27,0,12,2.0
73,109.2,22,0,16,2.0
74,109.4,25,2,16,1.0
75,109.7,22,0,16,2.0
76,110.1,22,0,16,2.0
77,110.5,23,0,12,2.0
78,110.8,23,0,12,2.0
79,111.2,23,0,12,2.0
80,111.5,23,0,12,2.0
81,111.8,23,0,12,2.0
82,112.1,23,0,12,2.0
83,112.4,23,0,12,2.0
84,112.7,27,4,12,2.0
85,115.1,24,0,8,2.0
86,115.4,24,0,12,1.0
87,115.5,24,0,16,2.0
88,115.9,24,0,16,2.0
89,116.5,24,0,16,2.0
90,116.6,24,0,16,1.0
91,117.2,24,4,16,2.0
92,117.8,25,1,16,1.0
93,120.5,25,0,12,1.0
94,121.3,25,0,12,1.0
95,122.1,25,0,12,2.0
96,123.0,26,0,8,1.0
97,123.7,26,0,8,2.0
98,124.7,26,0,12,1.0
99,124.9,26,0,12,2.0
100,126.1,32,0,8,2.0
101,127.3,27,0,8,1.0
102,130.7,28,0,4,1.0
103,134.5,28,0,8,2.0
104,135.6,28,0,12,1.0
105,137.3,29,0,8,2.0
106,138.3,29,0,12,2.0
107,138.9,29,0,12,2.0
108,139.4,36,4,12,2.0
109,141.2,30,0,8,1.0
110,142.4,30,0,12,2.0
111,142.9,30,0,16,2.0
112,143.2,36,0,16,1.0
113,143.4,30,0,16,2.0
114,143.9,31,0,12,2.0
115,144.4,37,3,16,2.0
116,145.6,31,0,16,1.0
117,145.8,31,0,20,2.0
118,146.3,31,0,20,2.0
119,146.7,31,0,20,2.0
120,147.1,31,0,20,2.0
121,147.5,31,0,20,2.0
122,147.8,32,0,16,1.0
123,147.9,32,0,16,2.0
124,148.3,32,0,16,2.0
