0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.600000000000000089e+00,4.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00
5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
8.800000000000000711e+00,6.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
2.010000000000000142e+01,6.000000000000000000e+00,3.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
3.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
3.879999999999999716e+01,4.000000000000000000e+00,5.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
4.110000000000000142e+01,8.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
4.339999999999999858e+01,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
5.260000000000000142e+01,8.000000000000000000e+00,5.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00
5.279999999999999716e+01,9.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
7.109999999999999432e+01,7.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
7.490000000000000568e+01,3.000000000000000000e+00,2.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00
9.490000000000000568e+01,5.000000000000000000e+00,5.000000000000000000e+00,2.800000000000000000e+01,2.000000000000000000e+00
9.509999999999999432e+01,1.100000000000000000e+01,0.000000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00
9.620000000000000284e+01,4.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
9.750000000000000000e+01,1.100000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.047999999999999972e+02,1.100000000000000000e+01,6.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00
1.107999999999999972e+02,8.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00
1.115000000000000000e+02,9.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
1.145999999999999943e+02,9.000000000000000000e+00,5.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
1.212000000000000028e+02,1.300000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
1.285999999999999943e+02,1.100000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
1.420999999999999943e+02,1.700000000000000000e+01,5.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
1.450999999999999943e+02,1.400000000000000000e+01,5.000000000000000000e+00,1.200000000000000000e+01,2.000000000000000000e+00
1.466999999999999886e+02,1.100000000000000000e+01,3.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
1.481999999999999886e+02,1.100000000000000000e+01,3.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
1.496999999999999886e+02,1.600000000000000000e+01,4.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00
1.518000000000000114e+02,1.200000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
1.528000000000000114e+02,1.400000000000000000e+01,1.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00
1.531999999999999886e+02,1.100000000000000000e+01,2.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00
1.545000000000000000e+02,1.100000000000000000e+01,5.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+00
1.570000000000000000e+02,1.500000000000000000e+01,5.000000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00
1.595000000000000000e+02,1.700000000000000000e+01,6.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.595000000000000000e+02,1.200000000000000000e+01,5.000000000000000000e+00,3.200000000000000000e+01,2.000000000000000000e+00
1.616999999999999886e+02,1.700000000000000000e+01,5.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.634000000000000057e+02,1.600000000000000000e+01,3.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.639000000000000057e+02,1.500000000000000000e+01,4.000000000000000000e+00,3.200000000000000000e+01,2.000000000000000000e+00
1.650999999999999943e+02,1.400000000000000000e+01,5.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.670000000000000000e+02,1.400000000000000000e+01,4.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
1.670999999999999943e+02,1.000000000000000000e+01,1.000000000000000000e+00,3.200000000000000000e+01,2.000000000000000000e+00
