time,playID,playQuality,buffer_size
0.5,0,1,0
4.5,1,1,4
8.5,2,2,12
12.5,3,3,8
16.5,4,3,8
20.5,5,3,8
24.5,6,6,4
28.5,7,6,12
32.5,8,6,16
36.5,9,6,16
40.5,10,3,16
44.5,11,3,12
48.59,-1.0,-1.0,0
48.64,-1.0,-1.0,0
48.69,-1.0,-1.0,0
48.74,-1.0,-1.0,0
48.79,-1.0,-1.0,0
48.84,-1.0,-1.0,0
48.89,-1.0,-1.0,0
48.94,-1.0,-1.0,0
48.99,-1.0,-1.0,0
49.04,-1.0,-1.0,0
49.09,-1.0,-1.0,0
49.14,-1.0,-1.0,0
49.19,-1.0,-1.0,0
49.24,-1.0,-1.0,0
49.29,-1.0,-1.0,0
49.34,-1.0,-1.0,0
49.39,-1.0,-1.0,0
49.44,-1.0,-1.0,0
49.49,-1.0,-1.0,0
49.54,-1.0,-1.0,0
49.59,-1.0,-1.0,0
49.64,-1.0,-1.0,0
49.69,-1.0,-1.0,0
49.74,-1.0,-1.0,0
49.79,-1.0,-1.0,0
49.84,-1.0,-1.0,0
49.89,-1.0,-1.0,0
49.94,-1.0,-1.0,0
49.9,12,6,20
53.9,13,3,16
57.9,14,6,16
61.9,15,6,12
65.9,16,6,16
69.9,17,6,12
73.9,18,6,8
78.0,-1.0,-1.0,0
78.05,-1.0,-1.0,0
78.1,-1.0,-1.0,0
78.15,-1.0,-1.0,0
78.2,-1.0,-1.0,0
78.25,-1.0,-1.0,0
78.3,-1.0,-1.0,0
78.35,-1.0,-1.0,0
78.4,-1.0,-1.0,0
78.45,-1.0,-1.0,0
78.5,-1.0,-1.0,0
78.55,-1.0,-1.0,0
78.6,-1.0,-1.0,0
78.65,-1.0,-1.0,0
78.7,-1.0,-1.0,0
78.75,-1.0,-1.0,0
78.8,-1.0,-1.0,0
78.85,-1.0,-1.0,0
78.9,-1.0,-1.0,0
78.95,-1.0,-1.0,0
79.0,-1.0,-1.0,0
79.05,-1.0,-1.0,0
79.1,-1.0,-1.0,0
79.15,-1.0,-1.0,0
79.2,-1.0,-1.0,0
79.25,-1.0,-1.0,0
79.3,-1.0,-1.0,0
79.35,-1.0,-1.0,0
79.4,-1.0,-1.0,0
79.45,-1.0,-1.0,0
79.5,-1.0,-1.0,0
79.55,-1.0,-1.0,0
79.6,-1.0,-1.0,0
79.65,-1.0,-1.0,0
79.7,-1.0,-1.0,0
79.75,-1.0,-1.0,0
79.8,-1.0,-1.0,0
79.85,-1.0,-1.0,0
79.9,-1.0,-1.0,0
79.95,-1.0,-1.0,0
80.0,-1.0,-1.0,0
80.05,-1.0,-1.0,0
80.1,-1.0,-1.0,0
80.15,-1.0,-1.0,0
80.2,-1.0,-1.0,0
80.25,-1.0,-1.0,0
80.3,-1.0,-1.0,0
80.35,-1.0,-1.0,0
80.4,-1.0,-1.0,0
80.45,-1.0,-1.0,0
80.5,-1.0,-1.0,0
80.55,-1.0,-1.0,0
80.6,-1.0,-1.0,0
80.65,-1.0,-1.0,0
80.7,-1.0,-1.0,0
80.75,-1.0,-1.0,0
80.8,-1.0,-1.0,0
80.85,-1.0,-1.0,0
80.9,-1.0,-1.0,0
80.95,-1.0,-1.0,0
81.0,-1.0,-1.0,0
81.05,-1.0,-1.0,0
81.1,-1.0,-1.0,0
81.15,-1.0,-1.0,0
81.2,-1.0,-1.0,0
81.25,-1.0,-1.0,0
81.3,-1.0,-1.0,0
81.35,-1.0,-1.0,0
81.4,-1.0,-1.0,0
81.45,-1.0,-1.0,0
81.5,-1.0,-1.0,0
81.55,-1.0,-1.0,0
81.6,-1.0,-1.0,0
81.65,-1.0,-1.0,0
81.7,-1.0,-1.0,0
81.75,-1.0,-1.0,0
81.8,-1.0,-1.0,0
81.85,-1.0,-1.0,0
81.9,-1.0,-1.0,0
81.95,-1.0,-1.0,0
82.0,-1.0,-1.0,0
82.05,-1.0,-1.0,0
82.1,-1.0,-1.0,0
82.15,-1.0,-1.0,0
82.2,-1.0,-1.0,0
82.25,-1.0,-1.0,0
82.3,-1.0,-1.0,0
82.35,-1.0,-1.0,0
82.4,-1.0,-1.0,0
82.45,-1.0,-1.0,0
82.5,-1.0,-1.0,0
82.55,-1.0,-1.0,0
82.6,-1.0,-1.0,0
82.65,-1.0,-1.0,0
82.7,-1.0,-1.0,0
82.75,-1.0,-1.0,0
82.8,-1.0,-1.0,0
82.85,-1.0,-1.0,0
82.9,-1.0,-1.0,0
82.95,-1.0,-1.0,0
83.0,-1.0,-1.0,0
83.05,-1.0,-1.0,0
83.1,-1.0,-1.0,0
83.15,-1.0,-1.0,0
83.2,-1.0,-1.0,0
83.25,-1.0,-1.0,0
83.3,-1.0,-1.0,0
83.35,-1.0,-1.0,0
83.3,19,6,8
87.3,20,6,8
91.3,21,6,12
95.3,22,6,16
99.3,23,6,16
103.3,24,6,16
107.3,25,6,12
111.3,26,6,12
115.3,27,6,12
119.3,28,6,16
123.3,29,6,12
127.3,30,6,12
131.3,31,6,12
135.3,32,6,8
139.3,33,6,12
143.3,34,6,8
147.3,35,6,8
151.3,36,6,8
155.3,37,6,8
159.3,38,6,8
163.3,39,6,8
167.3,40,6,12
171.3,41,6,8
175.3,42,6,12
179.3,43,6,8
183.3,44,3,8
187.4,-1.0,-1.0,0
187.45,-1.0,-1.0,0
187.5,-1.0,-1.0,0
187.55,-1.0,-1.0,0
187.6,-1.0,-1.0,0
187.65,-1.0,-1.0,0
187.7,-1.0,-1.0,0
187.75,-1.0,-1.0,0
187.8,-1.0,-1.0,0
187.85,-1.0,-1.0,0
187.9,-1.0,-1.0,0
187.95,-1.0,-1.0,0
188.0,-1.0,-1.0,0
188.05,-1.0,-1.0,0
188.1,-1.0,-1.0,0
188.15,-1.0,-1.0,0
188.2,-1.0,-1.0,0
188.25,-1.0,-1.0,0
188.3,-1.0,-1.0,0
188.35,-1.0,-1.0,0
188.4,-1.0,-1.0,0
188.45,-1.0,-1.0,0
188.5,-1.0,-1.0,0
188.55,-1.0,-1.0,0
188.6,-1.0,-1.0,0
188.65,-1.0,-1.0,0
188.7,-1.0,-1.0,0
188.75,-1.0,-1.0,0
188.8,-1.0,-1.0,0
188.85,-1.0,-1.0,0
188.9,-1.0,-1.0,0
188.95,-1.0,-1.0,0
189.0,-1.0,-1.0,0
189.05,-1.0,-1.0,0
189.1,-1.0,-1.0,0
189.15,-1.0,-1.0,0
189.2,-1.0,-1.0,0
189.25,-1.0,-1.0,0
189.3,-1.0,-1.0,0
189.35,-1.0,-1.0,0
189.4,-1.0,-1.0,0
189.45,-1.0,-1.0,0
189.5,-1.0,-1.0,0
189.55,-1.0,-1.0,0
189.6,-1.0,-1.0,0
189.65,-1.0,-1.0,0
189.7,-1.0,-1.0,0
189.7,45,0,12
193.7,46,2,8
197.7,47,0,12
201.7,48,3,12
205.7,49,3,8
209.7,50,6,8
213.7,51,4,8
217.7,52,6,8
221.7,53,6,12
225.7,54,3,16
229.7,55,6,12
233.7,56,1,8
237.7,57,2,4
241.7,58,3,4
245.7,59,6,0
