time,playID,playQuality,buffer_size
0.6,0,1,0
4.6,1,1,4
8.6,2,2,8
12.6,3,4,8
16.6,4,6,8
20.6,5,6,8
24.6,6,4,8
28.6,7,5,8
32.6,8,3,8
36.6,9,3,8
40.6,10,6,4
44.6,11,6,8
48.6,12,6,12
52.69,-1.0,-1.0,0
52.74,-1.0,-1.0,0
52.79,-1.0,-1.0,0
52.84,-1.0,-1.0,0
52.89,-1.0,-1.0,0
52.94,-1.0,-1.0,0
52.99,-1.0,-1.0,0
53.04,-1.0,-1.0,0
53.09,-1.0,-1.0,0
53.14,-1.0,-1.0,0
53.19,-1.0,-1.0,0
53.24,-1.0,-1.0,0
53.29,-1.0,-1.0,0
53.34,-1.0,-1.0,0
53.39,-1.0,-1.0,0
53.44,-1.0,-1.0,0
53.49,-1.0,-1.0,0
53.54,-1.0,-1.0,0
53.59,-1.0,-1.0,0
53.64,-1.0,-1.0,0
53.69,-1.0,-1.0,0
53.74,-1.0,-1.0,0
53.79,-1.0,-1.0,0
53.84,-1.0,-1.0,0
53.89,-1.0,-1.0,0
53.94,-1.0,-1.0,0
53.99,-1.0,-1.0,0
54.04,-1.0,-1.0,0
54.09,-1.0,-1.0,0
54.14,-1.0,-1.0,0
54.19,-1.0,-1.0,0
54.24,-1.0,-1.0,0
54.29,-1.0,-1.0,0
54.34,-1.0,-1.0,0
54.39,-1.0,-1.0,0
54.44,-1.0,-1.0,0
54.49,-1.0,-1.0,0
54.54,-1.0,-1.0,0
54.59,-1.0,-1.0,0
54.64,-1.0,-1.0,0
54.69,-1.0,-1.0,0
54.74,-1.0,-1.0,0
54.79,-1.0,-1.0,0
54.84,-1.0,-1.0,0
54.89,-1.0,-1.0,0
54.94,-1.0,-1.0,0
54.99,-1.0,-1.0,0
55.04,-1.0,-1.0,0
55.09,-1.0,-1.0,0
55.14,-1.0,-1.0,0
55.19,-1.0,-1.0,0
55.24,-1.0,-1.0,0
55.29,-1.0,-1.0,0
55.34,-1.0,-1.0,0
55.39,-1.0,-1.0,0
55.44,-1.0,-1.0,0
55.49,-1.0,-1.0,0
55.54,-1.0,-1.0,0
55.59,-1.0,-1.0,0
55.64,-1.0,-1.0,0
55.69,-1.0,-1.0,0
55.74,-1.0,-1.0,0
55.79,-1.0,-1.0,0
55.84,-1.0,-1.0,0
55.89,-1.0,-1.0,0
55.94,-1.0,-1.0,0
55.99,-1.0,-1.0,0
56.04,-1.0,-1.0,0
56.09,-1.0,-1.0,0
56.14,-1.0,-1.0,0
56.19,-1.0,-1.0,0
56.24,-1.0,-1.0,0
56.29,-1.0,-1.0,0
56.34,-1.0,-1.0,0
56.39,-1.0,-1.0,0
56.44,-1.0,-1.0,0
56.49,-1.0,-1.0,0
56.54,-1.0,-1.0,0
56.59,-1.0,-1.0,0
56.64,-1.0,-1.0,0
56.69,-1.0,-1.0,0
56.74,-1.0,-1.0,0
56.79,-1.0,-1.0,0
56.84,-1.0,-1.0,0
56.89,-1.0,-1.0,0
56.94,-1.0,-1.0,0
56.99,-1.0,-1.0,0
57.04,-1.0,-1.0,0
57.09,-1.0,-1.0,0
57.14,-1.0,-1.0,0
57.19,-1.0,-1.0,0
57.24,-1.0,-1.0,0
57.29,-1.0,-1.0,0
57.34,-1.0,-1.0,0
57.39,-1.0,-1.0,0
57.44,-1.0,-1.0,0
57.49,-1.0,-1.0,0
57.54,-1.0,-1.0,0
57.59,-1.0,-1.0,0
57.64,-1.0,-1.0,0
57.69,-1.0,-1.0,0
57.74,-1.0,-1.0,0
57.79,-1.0,-1.0,0
57.84,-1.0,-1.0,0
57.89,-1.0,-1.0,0
57.94,-1.0,-1.0,0
57.99,-1.0,-1.0,0
58.04,-1.0,-1.0,0
58.09,-1.0,-1.0,0
58.14,-1.0,-1.0,0
58.19,-1.0,-1.0,0
58.24,-1.0,-1.0,0
58.29,-1.0,-1.0,0
58.34,-1.0,-1.0,0
58.39,-1.0,-1.0,0
58.44,-1.0,-1.0,0
58.49,-1.0,-1.0,0
58.54,-1.0,-1.0,0
58.59,-1.0,-1.0,0
58.64,-1.0,-1.0,0
58.69,-1.0,-1.0,0
58.74,-1.0,-1.0,0
58.79,-1.0,-1.0,0
58.84,-1.0,-1.0,0
58.89,-1.0,-1.0,0
58.94,-1.0,-1.0,0
58.99,-1.0,-1.0,0
59.04,-1.0,-1.0,0
59.09,-1.0,-1.0,0
59.14,-1.0,-1.0,0
59.19,-1.0,-1.0,0
59.24,-1.0,-1.0,0
59.29,-1.0,-1.0,0
59.34,-1.0,-1.0,0
59.39,-1.0,-1.0,0
59.44,-1.0,-1.0,0
59.49,-1.0,-1.0,0
59.54,-1.0,-1.0,0
59.59,-1.0,-1.0,0
