time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,1,2.0,980131.0,0.7,4.3,0,-4.0
0.5,2,1.0,2052870.0,0.7,4.3,0,-4.0
2.7,3,2.0,874267.0,0.7,4.3,0,-4.0
2.8,4,1.0,1398384.0,1.4,4.3,0,-3.0
5.4,5,1.0,1531224.0,1.4,4.3,0,-3.0
7.5,5,1.0,2171952.0,2.6,4.8,0,-2.0
8.9,6,1.0,1498995.0,2.6,4.8,0,-2.0
9.5,9,2.0,691002.0,4.1,5.1,0,-1.0
12.8,7,1.0,542298.0,5.6,5.1,0,0.0
18.0,8,2.0,457451.0,7.1,5.1,0,2.0
23.6,12,1.0,1956846.0,8.6,5.1,0,4.0
26.6,10,1.0,2046837.0,10.1,5.1,0,5.0
29.4,11,1.0,2132056.0,10.1,5.1,0,5.0
29.4,14,2.0,383436.0,10.1,5.1,0,5.0
32.2,13,1.0,2256421.0,11.6,5.1,0,6.0
36.1,15,2.0,587518.0,14.6,5.1,0,10.0
41.2,16,1.0,1912831.0,16.1,5.1,0,11.0
48.2,17,1.0,1719326.0,17.6,5.1,0,13.0
51.8,13,2.0,1811305.0,17.6,5.1,0,13.0
52.4,20,2.0,2124949.0,17.9,6.3,0,12.0
54.1,21,1.0,1708108.0,19.4,7.5,0,12.0
57.2,18,1.0,1722260.0,19.4,7.5,0,12.0
58.4,22,2.0,1590673.0,24.4,11.0,0,13.0
63.6,19,2.0,1346711.0,29.4,11.0,0,18.0
64.9,23,1.0,2049095.0,29.4,11.0,0,18.0
67.1,24,1.0,2352244.0,34.4,11.0,0,23.0
69.7,25,1.0,1615446.0,39.4,11.0,0,28.0
75.7,26,1.0,2305110.0,44.4,11.0,12,21.0
78.9,27,2.0,2082209.0,49.4,11.0,12,26.0
83.0,28,2.0,1995828.0,54.4,11.0,12,31.0
87.0,29,1.0,2223358.0,59.4,11.0,12,36.0
91.0,30,2.0,1205044.0,64.4,11.0,12,41.0
95.2,31,1.0,1900097.0,69.4,11.0,12,46.0
101.1,32,1.0,1482539.0,74.4,11.0,12,51.0
103.2,33,2.0,1787362.0,79.4,11.0,12,56.0
108.7,34,1.0,1996134.0,84.4,11.0,12,61.0
111.0,35,2.0,1127717.0,89.4,11.0,12,66.0
115.6,36,1.0,2434921.0,94.4,11.0,12,71.0
120.4,37,1.0,1771470.0,99.4,11.0,12,76.0
124.3,38,2.0,1288682.0,104.4,11.0,12,81.0
127.0,39,1.0,1591236.0,109.4,11.0,12,86.0
131.0,40,1.0,1718232.0,114.4,11.0,12,91.0
135.0,41,2.0,643022.0,119.4,11.0,12,96.0
139.0,42,1.0,2026977.0,124.4,11.0,12,101.0
143.2,43,1.0,1689660.0,129.4,11.0,12,106.0
147.5,44,1.0,2275569.0,134.4,11.0,12,111.0
151.0,45,2.0,685199.0,139.4,11.0,12,116.0
155.0,46,1.0,2866005.0,144.4,11.0,12,121.0
160.8,47,1.0,2393013.0,149.4,11.0,12,126.0
164.1,48,1.0,1692889.0,159.4,11.0,12,136.0
173.9,49,1.0,1906840.0,159.4,11.0,12,136.0
174.6,50,2.0,1293557.0,169.4,11.0,12,146.0
179.2,51,1.0,2157951.0,169.4,11.0,12,146.0
181.6,52,2.0,1397035.0,174.4,11.0,12,151.0
183.5,53,1.0,1456598.0,184.4,11.0,12,161.0
193.5,54,2.0,980077.0,184.4,11.0,12,161.0
193.8,55,1.0,1383185.0,189.4,11.0,12,166.0
198.8,56,1.0,1163542.0,199.4,11.0,12,176.0
204.5,57,2.0,1033643.0,209.4,11.0,12,186.0
213.0,58,1.0,1290584.0,209.4,11.0,12,186.0
214.8,58,2.0,1131839.0,219.4,11.0,12,196.0
220.5,58,1.0,1261639.0,224.4,11.0,12,201.0
223.3,59,2.0,1262706.0,243.4,13.0,12,218.0
