time,playID,playQuality,buffer_size
0.3,0,1,0
4.3,1,0,8
8.3,2,2,8
12.3,3,3,16
16.3,4,3,12
20.3,5,3,8
24.3,6,6,12
28.3,7,3,16
32.3,8,6,12
36.3,9,6,16
40.3,10,6,20
44.3,11,6,20
48.3,12,3,16
52.3,13,6,20
56.3,14,6,20
60.3,15,6,24
64.3,16,6,28
68.3,17,6,24
72.3,18,6,24
76.3,19,6,24
80.3,20,6,28
84.3,21,6,24
88.3,22,6,20
92.3,23,6,20
96.3,24,6,16
100.3,25,6,16
104.3,26,6,12
108.3,27,6,12
112.3,28,6,12
116.3,29,6,8
120.3,30,6,8
124.3,31,6,4
128.3,32,6,4
132.3,33,6,16
136.3,34,6,16
140.3,35,3,24
144.3,36,1,20
148.3,37,1,16
152.3,38,1,16
156.3,39,3,16
160.3,40,3,16
164.3,41,6,20
168.3,42,6,16
172.3,43,6,16
176.3,44,6,20
180.3,45,6,20
184.3,46,6,20
188.3,47,6,20
192.3,48,6,16
196.3,49,6,20
200.3,50,6,16
204.3,51,6,16
208.3,52,6,16
212.3,53,6,16
216.3,54,6,12
220.3,55,6,16
224.3,56,6,12
228.3,57,6,8
232.3,58,6,4
236.3,59,6,0
