time,playID,playQuality,buffer_size
0.7,0,1,0
4.7,1,1,4
8.7,2,2,8
12.7,3,3,8
16.7,4,3,4
20.7,5,3,8
24.7,6,3,12
28.7,7,3,12
32.7,8,3,8
36.7,9,3,12
40.7,10,0,8
44.78,-1.0,-1.0,0
44.83,-1.0,-1.0,0
44.88,-1.0,-1.0,0
44.93,-1.0,-1.0,0
44.98,-1.0,-1.0,0
45.03,-1.0,-1.0,0
45.08,-1.0,-1.0,0
45.13,-1.0,-1.0,0
45.18,-1.0,-1.0,0
45.23,-1.0,-1.0,0
45.28,-1.0,-1.0,0
45.33,-1.0,-1.0,0
45.38,-1.0,-1.0,0
45.43,-1.0,-1.0,0
45.48,-1.0,-1.0,0
45.53,-1.0,-1.0,0
45.58,-1.0,-1.0,0
45.63,-1.0,-1.0,0
45.68,-1.0,-1.0,0
45.73,-1.0,-1.0,0
45.78,-1.0,-1.0,0
45.83,-1.0,-1.0,0
45.88,-1.0,-1.0,0
45.93,-1.0,-1.0,0
45.98,-1.0,-1.0,0
46.03,-1.0,-1.0,0
46.08,-1.0,-1.0,0
46.13,-1.0,-1.0,0
46.18,-1.0,-1.0,0
46.23,-1.0,-1.0,0
46.28,-1.0,-1.0,0
46.33,-1.0,-1.0,0
46.38,-1.0,-1.0,0
46.43,-1.0,-1.0,0
46.48,-1.0,-1.0,0
46.53,-1.0,-1.0,0
46.58,-1.0,-1.0,0
46.63,-1.0,-1.0,0
46.68,-1.0,-1.0,0
46.73,-1.0,-1.0,0
46.78,-1.0,-1.0,0
46.83,-1.0,-1.0,0
46.88,-1.0,-1.0,0
46.93,-1.0,-1.0,0
46.98,-1.0,-1.0,0
47.03,-1.0,-1.0,0
47.08,-1.0,-1.0,0
47.13,-1.0,-1.0,0
47.18,-1.0,-1.0,0
47.23,-1.0,-1.0,0
47.28,-1.0,-1.0,0
47.33,-1.0,-1.0,0
47.38,-1.0,-1.0,0
47.43,-1.0,-1.0,0
47.48,-1.0,-1.0,0
47.53,-1.0,-1.0,0
47.58,-1.0,-1.0,0
47.63,-1.0,-1.0,0
47.68,-1.0,-1.0,0
47.73,-1.0,-1.0,0
47.78,-1.0,-1.0,0
47.83,-1.0,-1.0,0
47.88,-1.0,-1.0,0
47.93,-1.0,-1.0,0
47.98,-1.0,-1.0,0
48.03,-1.0,-1.0,0
48.08,-1.0,-1.0,0
48.13,-1.0,-1.0,0
48.18,-1.0,-1.0,0
48.23,-1.0,-1.0,0
48.28,-1.0,-1.0,0
48.3,11,2,8
52.3,12,3,4
56.3,13,3,12
60.3,14,3,8
64.3,15,3,12
68.3,16,5,8
72.3,17,5,4
76.3,18,6,8
80.3,19,6,8
84.3,20,3,12
88.3,21,6,16
92.3,22,6,16
96.3,23,6,12
100.3,24,6,8
104.3,25,6,8
108.3,26,6,12
112.3,27,3,12
116.3,28,6,12
120.3,29,6,12
124.3,30,6,16
128.3,31,6,12
132.3,32,6,12
136.3,33,6,16
140.3,34,6,16
144.3,35,6,20
148.3,36,6,20
152.3,37,6,24
156.3,38,6,24
160.3,39,6,20
164.3,40,6,16
168.3,41,6,20
172.3,42,6,16
176.3,43,6,20
180.3,44,6,20
184.3,45,6,24
188.3,46,6,20
192.3,47,6,20
196.3,48,6,20
200.3,49,6,20
204.3,50,6,20
208.3,51,6,16
212.3,52,6,16
216.3,53,6,16
220.3,54,6,16
224.3,55,6,16
228.3,56,6,12
232.3,57,6,8
236.3,58,6,4
240.3,59,6,0
