time,down_id,path,thoughput,reward_quality,smooth_penalty,rebuf_penalty,sum_reward
0.0,1,2.0,832307.0,0.7,4.3,0,-4.0
1.0,2,1.0,1208340.0,0.7,4.3,0,-4.0
3.2,4,2.0,897316.0,0.7,4.3,0,-4.0
4.8,3,1.0,1881799.0,1.4,4.3,0,-3.0
7.4,5,2.0,1382843.0,1.4,4.3,0,-3.0
8.0,6,1.0,2951722.0,2.6,4.8,0,-2.0
9.6,10,2.0,1156099.0,4.1,5.1,0,-1.0
14.6,7,1.0,4109328.0,5.6,5.1,0,0.0
18.5,8,1.0,3283084.0,7.1,5.1,0,2.0
21.9,11,2.0,795613.0,7.1,5.1,0,2.0
23.9,12,1.0,2660688.0,12.1,8.6,0,4.0
26.1,13,1.0,1875922.0,21.1,10.6,0,11.0
36.9,9,1.0,2341525.0,21.1,10.6,10,1.0
38.9,14,1.0,2189101.0,22.3,14.4,10,-2.0
41.4,15,1.0,1603619.0,22.3,14.4,10,-2.0
42.5,16,2.0,759892.0,32.3,18.2,10,4.0
47.1,17,1.0,1123066.0,38.8,25.2,10,4.0
56.2,18,1.0,1423788.0,43.8,25.2,10,9.0
60.1,19,2.0,777329.0,48.8,25.2,10,14.0
65.6,20,1.0,1000893.0,63.8,25.2,10,29.0
78.2,25,1.0,1078659.0,63.8,25.2,25,13.0
82.0,22,1.0,1934130.0,63.8,25.2,33,6.0
83.6,21,1.0,2635926.0,63.8,25.2,38,0.0
84.6,22,1.0,2258795.0,63.8,25.2,45,-6.0
86.0,22,1.0,1630831.0,63.8,25.2,48,-9.0
86.6,22,2.0,2096769.0,68.8,25.2,48,-4.0
87.8,23,1.0,1533264.0,68.8,25.2,48,-4.0
88.0,26,2.0,2291791.0,73.8,25.2,48,1.0
90.7,24,1.0,782977.0,73.8,25.2,48,1.0
91.3,27,2.0,2311026.0,73.8,25.2,48,1.0
94.3,28,2.0,1796534.0,75.3,28.7,48,-1.0
97.8,29,1.0,842209.0,76.5,29.0,48,-1.0
101.3,30,2.0,1168255.0,86.0,34.3,48,4.0
114.0,31,2.0,985718.0,94.0,39.8,48,6.0
119.7,33,1.0,1703944.0,99.0,41.8,48,9.0
125.3,34,2.0,768020.0,104.0,41.8,48,14.0
127.5,32,1.0,1286312.0,109.0,41.8,48,19.0
131.6,36,1.0,1124015.0,115.5,45.3,48,22.0
142.1,39,1.0,685127.0,120.5,48.8,48,24.0
143.3,35,2.0,782252.0,125.5,48.8,48,29.0
146.6,41,1.0,729644.0,125.5,48.8,57,20.0
152.3,38,1.0,643853.0,125.5,48.8,90,-13.0
158.9,37,1.0,831375.0,125.5,48.8,108,-31.0
162.5,40,2.0,453838.0,130.5,48.8,108,-26.0
164.5,42,1.0,936648.0,135.5,48.8,108,-21.0
168.6,43,1.0,1324498.0,137.0,52.3,108,-23.0
174.0,44,1.0,3479444.0,138.2,52.6,108,-22.0
175.6,45,1.0,3563835.0,139.7,52.9,108,-21.0
180.1,41,1.0,3107055.0,139.7,52.9,111,-24.0
183.2,46,1.0,2171461.0,139.7,52.9,124,-37.0
185.8,46,1.0,1906274.0,139.7,52.9,140,-53.0
188.9,46,1.0,1879406.0,139.7,52.9,153,-66.0
191.6,47,2.0,1088359.0,149.7,56.4,153,-60.0
197.7,48,1.0,3609884.0,149.7,56.4,153,-60.0
198.9,49,2.0,881240.0,151.2,59.9,153,-62.0
202.3,44,1.0,3470403.0,156.2,63.4,153,-60.0
206.2,50,1.0,3508233.0,161.2,63.4,153,-55.0
208.7,51,1.0,3140551.0,161.2,63.4,153,-55.0
210.3,52,2.0,487546.0,166.2,63.4,153,-50.0
211.7,53,1.0,2325992.0,171.2,63.4,153,-45.0
218.2,54,1.0,1949931.0,181.2,63.4,153,-35.0
223.7,55,1.0,2232248.0,181.2,63.4,153,-35.0
226.8,56,1.0,3164458.0,191.2,63.4,153,-25.0
232.1,57,1.0,3024342.0,191.2,63.4,153,-25.0
235.5,58,1.0,1642248.0,196.2,63.4,162,-29.0
241.4,59,1.0,1579772.0,236.2,63.4,177,-4.0
