time,playID,playQuality,buffer_size
0.7,0,1,0
4.7,1,1,4
8.7,2,2,8
12.7,3,4,20
16.7,4,2,20
20.7,5,6,16
24.7,6,3,12
28.7,7,5,12
32.7,8,2,12
36.7,9,3,8
40.7,10,1,8
44.7,11,0,8
48.7,12,0,4
52.73,-1.0,-1.0,0
52.78,-1.0,-1.0,0
52.83,-1.0,-1.0,0
52.88,-1.0,-1.0,0
52.93,-1.0,-1.0,0
52.98,-1.0,-1.0,0
53.03,-1.0,-1.0,0
53.08,-1.0,-1.0,0
53.13,-1.0,-1.0,0
53.18,-1.0,-1.0,0
53.23,-1.0,-1.0,0
53.28,-1.0,-1.0,0
53.33,-1.0,-1.0,0
53.38,-1.0,-1.0,0
53.43,-1.0,-1.0,0
53.48,-1.0,-1.0,0
53.53,-1.0,-1.0,0
53.58,-1.0,-1.0,0
53.63,-1.0,-1.0,0
53.68,-1.0,-1.0,0
53.73,-1.0,-1.0,0
53.78,-1.0,-1.0,0
53.83,-1.0,-1.0,0
53.88,-1.0,-1.0,0
53.93,-1.0,-1.0,0
53.98,-1.0,-1.0,0
54.03,-1.0,-1.0,0
54.08,-1.0,-1.0,0
54.13,-1.0,-1.0,0
54.18,-1.0,-1.0,0
54.23,-1.0,-1.0,0
54.28,-1.0,-1.0,0
54.33,-1.0,-1.0,0
54.38,-1.0,-1.0,0
54.43,-1.0,-1.0,0
54.4,13,0,4
58.4,14,5,0
62.48,-1.0,-1.0,0
62.53,-1.0,-1.0,0
62.58,-1.0,-1.0,0
62.63,-1.0,-1.0,0
62.68,-1.0,-1.0,0
62.73,-1.0,-1.0,0
62.78,-1.0,-1.0,0
62.83,-1.0,-1.0,0
62.88,-1.0,-1.0,0
62.93,-1.0,-1.0,0
62.98,-1.0,-1.0,0
63.03,-1.0,-1.0,0
63.08,-1.0,-1.0,0
63.13,-1.0,-1.0,0
63.18,-1.0,-1.0,0
63.23,-1.0,-1.0,0
63.28,-1.0,-1.0,0
63.33,-1.0,-1.0,0
63.38,-1.0,-1.0,0
63.43,-1.0,-1.0,0
63.48,-1.0,-1.0,0
63.53,-1.0,-1.0,0
63.58,-1.0,-1.0,0
63.63,-1.0,-1.0,0
63.68,-1.0,-1.0,0
63.7,15,6,0
67.7,16,0,4
71.7,17,0,0
75.73,-1.0,-1.0,0
75.78,-1.0,-1.0,0
75.83,-1.0,-1.0,0
75.88,-1.0,-1.0,0
75.93,-1.0,-1.0,0
75.98,-1.0,-1.0,0
76.03,-1.0,-1.0,0
76.08,-1.0,-1.0,0
76.13,-1.0,-1.0,0
76.18,-1.0,-1.0,0
76.23,-1.0,-1.0,0
76.28,-1.0,-1.0,0
76.33,-1.0,-1.0,0
76.38,-1.0,-1.0,0
76.43,-1.0,-1.0,0
76.48,-1.0,-1.0,0
76.53,-1.0,-1.0,0
76.58,-1.0,-1.0,0
76.63,-1.0,-1.0,0
76.68,-1.0,-1.0,0
76.73,-1.0,-1.0,0
76.78,-1.0,-1.0,0
76.83,-1.0,-1.0,0
76.88,-1.0,-1.0,0
76.93,-1.0,-1.0,0
76.98,-1.0,-1.0,0
77.03,-1.0,-1.0,0
77.08,-1.0,-1.0,0
77.13,-1.0,-1.0,0
77.18,-1.0,-1.0,0
77.23,-1.0,-1.0,0
77.28,-1.0,-1.0,0
77.33,-1.0,-1.0,0
77.38,-1.0,-1.0,0
77.43,-1.0,-1.0,0
77.48,-1.0,-1.0,0
77.53,-1.0,-1.0,0
77.58,-1.0,-1.0,0
77.63,-1.0,-1.0,0
77.68,-1.0,-1.0,0
77.73,-1.0,-1.0,0
77.78,-1.0,-1.0,0
77.83,-1.0,-1.0,0
77.88,-1.0,-1.0,0
77.93,-1.0,-1.0,0
77.98,-1.0,-1.0,0
78.03,-1.0,-1.0,0
78.08,-1.0,-1.0,0
78.13,-1.0,-1.0,0
78.18,-1.0,-1.0,0
78.23,-1.0,-1.0,0
78.28,-1.0,-1.0,0
78.33,-1.0,-1.0,0
78.38,-1.0,-1.0,0
78.43,-1.0,-1.0,0
78.48,-1.0,-1.0,0
78.53,-1.0,-1.0,0
78.58,-1.0,-1.0,0
78.63,-1.0,-1.0,0
78.68,-1.0,-1.0,0
78.73,-1.0,-1.0,0
78.78,-1.0,-1.0,0
78.83,-1.0,-1.0,0
78.88,-1.0,-1.0,0
78.93,-1.0,-1.0,0
78.98,-1.0,-1.0,0
79.03,-1.0,-1.0,0
79.08,-1.0,-1.0,0
79.13,-1.0,-1.0,0
79.18,-1.0,-1.0,0
79.23,-1.0,-1.0,0
79.28,-1.0,-1.0,0
79.33,-1.0,-1.0,0
79.38,-1.0,-1.0,0
79.43,-1.0,-1.0,0
79.48,-1.0,-1.0,0
79.53,-1.0,-1.0,0
79.58,-1.0,-1.0,0
79.63,-1.0,-1.0,0
79.68,-1.0,-1.0,0
79.73,-1.0,-1.0,0
79.78,-1.0,-1.0,0
79.83,-1.0,-1.0,0
79.88,-1.0,-1.0,0
79.93,-1.0,-1.0,0
79.98,-1.0,-1.0,0
80.03,-1.0,-1.0,0
80.08,-1.0,-1.0,0
80.13,-1.0,-1.0,0
80.18,-1.0,-1.0,0
80.23,-1.0,-1.0,0
80.28,-1.0,-1.0,0
80.33,-1.0,-1.0,0
80.38,-1.0,-1.0,0
80.43,-1.0,-1.0,0
80.48,-1.0,-1.0,0
80.53,-1.0,-1.0,0
80.58,-1.0,-1.0,0
80.63,-1.0,-1.0,0
80.68,-1.0,-1.0,0
80.73,-1.0,-1.0,0
80.78,-1.0,-1.0,0
80.83,-1.0,-1.0,0
80.88,-1.0,-1.0,0
80.93,-1.0,-1.0,0
80.98,-1.0,-1.0,0
81.03,-1.0,-1.0,0
81.08,-1.0,-1.0,0
81.13,-1.0,-1.0,0
81.18,-1.0,-1.0,0
81.23,-1.0,-1.0,0
81.28,-1.0,-1.0,0
81.33,-1.0,-1.0,0
81.38,-1.0,-1.0,0
81.43,-1.0,-1.0,0
81.48,-1.0,-1.0,0
81.53,-1.0,-1.0,0
81.5,18,1,4
85.5,19,1,8
89.5,20,3,8
93.5,21,5,8
97.5,22,5,12
101.5,23,6,12
105.5,24,6,16
109.5,25,6,12
113.5,26,6,12
117.5,27,6,8
121.5,28,6,8
125.58,-1.0,-1.0,0
125.63,-1.0,-1.0,0
125.68,-1.0,-1.0,0
125.73,-1.0,-1.0,0
125.78,-1.0,-1.0,0
125.83,-1.0,-1.0,0
125.88,-1.0,-1.0,0
125.93,-1.0,-1.0,0
125.98,-1.0,-1.0,0
126.03,-1.0,-1.0,0
126.08,-1.0,-1.0,0
126.13,-1.0,-1.0,0
126.18,-1.0,-1.0,0
126.23,-1.0,-1.0,0
126.28,-1.0,-1.0,0
126.33,-1.0,-1.0,0
126.38,-1.0,-1.0,0
126.43,-1.0,-1.0,0
126.48,-1.0,-1.0,0
126.53,-1.0,-1.0,0
126.58,-1.0,-1.0,0
126.63,-1.0,-1.0,0
126.68,-1.0,-1.0,0
126.73,-1.0,-1.0,0
126.78,-1.0,-1.0,0
126.83,-1.0,-1.0,0
126.88,-1.0,-1.0,0
126.93,-1.0,-1.0,0
126.98,-1.0,-1.0,0
127.03,-1.0,-1.0,0
127.08,-1.0,-1.0,0
127.13,-1.0,-1.0,0
127.18,-1.0,-1.0,0
127.23,-1.0,-1.0,0
127.28,-1.0,-1.0,0
127.33,-1.0,-1.0,0
127.38,-1.0,-1.0,0
127.43,-1.0,-1.0,0
127.48,-1.0,-1.0,0
127.53,-1.0,-1.0,0
127.58,-1.0,-1.0,0
127.63,-1.0,-1.0,0
127.68,-1.0,-1.0,0
127.73,-1.0,-1.0,0
127.78,-1.0,-1.0,0
127.83,-1.0,-1.0,0
127.88,-1.0,-1.0,0
127.93,-1.0,-1.0,0
127.98,-1.0,-1.0,0
128.03,-1.0,-1.0,0
128.08,-1.0,-1.0,0
128.13,-1.0,-1.0,0
